"","stop_id","passing_values","frequent_stop","stop_name","geometry","RTA"
"136","814465",0,FALSE,"Tyngsboro Rd & Cross St",c(208493.148808978, 933027.676963052),"LRTA"
"137","814468",0,FALSE,"Frost Rd & Fletcher Dr",c(206844.897587229, 938335.789574252),"LRTA"
"138","814470",0,FALSE,"Groton Rd & Dunstable Rd",c(209411.490698849, 932135.837763074),"LRTA"
"139","814471",0,FALSE,"Lakeview Apartments Tyngsborough",c(209782.657408741, 937025.015941431),"LRTA"
"140","814472",0,FALSE,"Wilson St & Billerica Rd",c(212469.570317799, 927505.190363417),"LRTA"
"141","814473",0,FALSE,"Nesmith St & Mansur St",c(216735.352466643, 932183.07812961),"LRTA"
"142","814474",1,FALSE,"University Ave & White St",c(213991.157192868, 933880.477294592),"LRTA"
"143","814475",0,FALSE,"Lakeview Ave & Tennis Plaza Rd",c(212975.546155442, 936557.09492789),"LRTA"
"144","814476",0,FALSE,"Middlesex St & Cornell St",c(211984.198460705, 931627.946308018),"LRTA"
"145","814477",0,FALSE,"Lakeview Ave & Tennis Plaza Rd",c(212985.411878331, 936540.894598938),"LRTA"
"146","814478",0,FALSE,"Middlesex Tpk & 4th Ave",c(222660.641436621, 915725.572008032),"LRTA"
"147","814479",0,FALSE,"Middlesex St & Cornells St",c(211997.58940967, 931615.139946989),"LRTA"
"148","814480",0,FALSE,"175 Littleton",c(210627.697766859, 926731.882110985),"LRTA"
"149","814481",1,FALSE,"River Rd & Trull Ln",c(218226.468134884, 933695.960657913),"LRTA"
"150","814482",0,FALSE,"Lakeview Ave & Pointsetta Ave",c(209131.500540283, 936714.065466887),"LRTA"
"151","814483",0,FALSE,"179 Littleton",c(210451.503516918, 926608.923812537),"LRTA"
"152","814485",0,FALSE,"Lakeview Ave & Pointsetta Ave",c(209097.228839156, 936720.823866509),"LRTA"
"153","814486",0,FALSE,"180 Tyngsboro",c(208420.217149365, 933110.889517022),"LRTA"
"154","814487",0,FALSE,"Lakeview Ave & St Paul St",c(212690.068259202, 936681.152686849),"LRTA"
"155","814488",0,FALSE,"Groton Rd & Scotty Hollow Dr",c(208080.873698464, 931426.673760747),"LRTA"
"156","814489",0,FALSE,"Middlesex St Middlesex Plaza",c(211760.972585485, 931597.616799987),"LRTA"
"157","814491",0,FALSE,"Gorham St & Summer St",c(215669.861457022, 932108.51040968),"LRTA"
"158","814492",0,FALSE,"Princeton St & Brouilette St",c(211143.983501738, 931491.445092603),"LRTA"
"159","814494",0,FALSE,"Woburn St & Easton St",c(217217.500092391, 929923.289166122),"LRTA"
"160","814495",0,FALSE,"Lawrence St & Cady St",c(216053.443696863, 932060.448215834),"LRTA"
"161","814496",0,FALSE,"Main St & Wisser St",c(226094.963750293, 923215.887259996),"LRTA"
"162","814497",0,FALSE,"Middlesex St & Dingwell St",c(211566.645100635, 931617.191319023),"LRTA"
"163","814498",0,FALSE,"Boston Rd & Amherst St",c(216501.960854891, 927654.592003093),"LRTA"
"164","814499",0,FALSE,"Liberty St & Grace St",c(214277.604635534, 931432.529188418),"LRTA"
"165","814500",0,FALSE,"Market Basket Plaza",c(224266.387329167, 926700.99793051),"LRTA"
"166","814501",1,FALSE,"Wentworth Ave & Hovey St",c(217499.256785487, 931956.496239113),"LRTA"
"167","814502",0,FALSE,"Andover St & Radcliff Rd",c(222333.898482854, 932489.169868211),"LRTA"
"168","814503",0,FALSE,"Broadway St & Suffolk St",c(214975.561871232, 932652.35706388),"LRTA"
"169","814505",0,FALSE,"Middlesex St & Nelson St",c(211419.364679187, 931658.659271487),"LRTA"
"170","814506",0,FALSE,"Middlesex St & Thorncliff Ave",c(211373.460740945, 931682.303680799),"LRTA"
"171","814507",0,FALSE,"Lakeview Ave & Pine St",c(212233.254786597, 936948.448005403),"LRTA"
"172","814508",0,FALSE,"Rogers St & Park Ave",c(216724.385284895, 931798.135677313),"LRTA"
"173","814509",0,FALSE,"Lakeview Ave & Mill St",c(212213.856380176, 936933.639552182),"LRTA"
"174","814510",1,FALSE,"Burnham Rd & Russell St",c(218539.276505152, 933483.87897499),"LRTA"
"175","814512",0,FALSE,"Treble Cove Plaza (199 Boston Rd)",c(217313.703859752, 925707.974412919),"LRTA"
"176","814513",1,FALSE,"199 Chelmsford",c(213088.698705821, 928684.188901826),"LRTA"
"177","814514",0,FALSE,"Cross Point Tower",c(214463.644292401, 929434.87702357),"LRTA"
"178","814515",0,FALSE,"Triangle Store (2 Main St)",c(208383.544866422, 931560.109638668),"LRTA"
"179","814516",0,FALSE,"Boston Rd & Amherst St",c(216521.977246332, 927690.745335849),"LRTA"
"180","814517",1,FALSE,"Drum Hill Rd at Enterprise Bank",c(211442.892028988, 930564.881225422),"LRTA"
"181","814518",1,FALSE,"Westford St & Parkhurst Rd",c(211502.256730461, 930620.20947216),"LRTA"
"182","814520",0,FALSE,"Treble Cove Plaza",c(217331.39268936, 925708.969169342),"LRTA"
"183","814521",0,FALSE,"200 Network Dr",c(221180.518416514, 931770.439116138),"LRTA"
"184","814522",1,FALSE,"University Ave & 4th Ave",c(213919.542141748, 933937.843193146),"LRTA"
"185","814523",0,FALSE,"W 6th St & Bunker Hill Ave",c(215623.501236836, 933862.114637762),"LRTA"
"186","814524",0,FALSE,"Pollard St & Salem Rd",c(218371.532903533, 924772.938992128),"LRTA"
"187","814525",0,FALSE,"203 Littleton",c(206292.796901361, 924006.627752298),"LRTA"
"188","814526",0,FALSE,"Pleasant St & Coventry Dr",c(214942.542312028, 934966.944191187),"LRTA"
"189","814527",0,FALSE,"Billerica Rd & Apollo Dr",c(214092.098483721, 927354.021149646),"LRTA"
"190","814528",0,FALSE,"Chelmsford Rd & Rangeway Rd",c(216710.312169547, 926044.59775246),"LRTA"
"191","814529",1,FALSE,"21 Drum Hill",c(211350.597359527, 930508.719047831),"LRTA"
"192","814530",0,FALSE,"Vinal Square",c(209603.755636893, 932084.748872457),"LRTA"
"193","814531",1,FALSE,"Mammoth Rd & Ross Ave",c(213346.432776086, 933679.269009098),"LRTA"
"194","814532",0,FALSE,"Main St & Hill St",c(224673.236667613, 926264.304580131),"LRTA"
"195","814533",0,FALSE,"Pleasant St & Coventry Dr",c(214970.824865548, 934957.515476587),"LRTA"
"196","814534",1,FALSE,"Chelmsford St & Sylvan Ave",c(213220.88757988, 928802.45166138),"LRTA"
"197","814535",2,FALSE,"Central St & Jackson St",c(215691.299659032, 932448.362535689),"LRTA"
"198","814536",0,FALSE,"Chelmsford Rd & Finnway St",c(216783.724262848, 926028.107129714),"LRTA"
"199","814537",0,FALSE,"221 Boston Rd",c(217503.450371546, 925467.831380234),"LRTA"
"200","814539",0,FALSE,"Harvard Pilgrim Vanguard",c(214291.476118919, 927414.649130386),"LRTA"
"201","814540",0,FALSE,"Andover St & Nesmith St",c(216673.400410617, 932411.514522896),"LRTA"
