"","stop_id","passing_values","frequent_stop","stop_name","geometry","RTA"
"160","799281",2,FALSE,"Packard St",c(239830.080208467, 869263.37320302),"BAT"
"161","799282",2,FALSE,"Main St and Union St",c(239809.040966196, 869384.212801245),"BAT"
"162","799283",2,FALSE,"Main St and Exchange St",c(239777.089507549, 869576.6329503),"BAT"
"163","799284",2,FALSE,"Main St and Lawrence St",c(239754.129345548, 869745.001106771),"BAT"
"164","799285",2,FALSE,"Main St and Allen St",c(239734.698456092, 869889.286420185),"BAT"
"165","799286",2,FALSE,"Main St and White Ave",c(239721.984446236, 870005.65686194),"BAT"
"166","799287",2,FALSE,"Main St and West Elm St",c(239718.269218444, 870323.711165208),"BAT"
"167","799288",2,FALSE,"Centre Street and Montello Street",c(239942.069406001, 870502.35777629),"BAT"
"168","799290",2,FALSE,"Belmont St and Elm Ave",c(238825.031579496, 869878.559008471),"BAT"
"169","799291",2,FALSE,"Belmont St and Belmont Ave",c(238710.817418808, 869852.495972869),"BAT"
"170","799292",2,FALSE,"Belmont St and Ash St",c(238532.688865126, 869801.982768675),"BAT"
"171","799293",2,FALSE,"Belmont St and Moraine St",c(238381.80616224, 869716.63427609),"BAT"
"172","799294",2,FALSE,"Belmont St and Thurber Ave",c(238319.088468617, 869684.982088399),"BAT"
"173","799295",2,FALSE,"Belmont St and Kenelworth Ave",c(238256.466928662, 869650.754096334),"BAT"
"174","799296",2,FALSE,"Torrey St and Belmont Pl",c(238131.89409957, 869580.437392769),"BAT"
"175","799297",2,FALSE,"Torrey St and West St",c(237854.472558589, 869449.100111256),"BAT"
"176","799298",2,FALSE,"West St and Belmont St",c(237839.087100469, 869339.833198658),"BAT"
"177","799300",2,FALSE,"Shaws West Plaza",c(237621.166241831, 869174.725136907),"BAT"
"178","799301",2,FALSE,"Brockton High School",c(237503.811479067, 868947.001987281),"BAT"
"179","799303",2,FALSE,"Belmont St and Torrey Ave",c(237277.821399589, 868750.050321714),"BAT"
"180","799304",2,FALSE,"Belmont St and Lorraine Ave",c(237179.614886775, 868681.44493901),"BAT"
"181","799305",2,FALSE,"Belmont St and Edinboro Ave",c(236911.435921355, 868466.000910333),"BAT"
"182","799306",2,FALSE,"Veterans Hospital",c(236903.968115317, 868200.498761492),"BAT"
"183","799307",2,FALSE,"Legion Parkway and Main St",c(239712.217546504, 870531.605678282),"BAT"
"184","799308",2,FALSE,"Legion Parkway and Warren Ave",c(239481.326566377, 870510.317051838),"BAT"
"185","799309",2,FALSE,"Warren Ave and West Elm St",c(239467.269825862, 870286.75969478),"BAT"
"186","799310",2,FALSE,"Belmont St and Newbury St",c(239279.255388141, 870008.361791245),"BAT"
"187","799311",2,FALSE,"Belmont St and Wall St",c(239093.189183451, 869943.239674764),"BAT"
"188","799312",2,FALSE,"Belmont St and Minot Ave",c(238933.867722716, 869904.372082598),"BAT"
"189","799313",2,FALSE,"DAngelos CVS",c(237389.153068092, 868840.274666774),"BAT"
"190","799314",2,FALSE,"Belmont St at VA Entrance",c(236836.897278888, 868380.641141989),"BAT"
"191","799315",2,FALSE,"Belmont St and Edinboro Ave",c(236918.864439531, 868454.043932301),"BAT"
"192","799316",2,FALSE,"Belmont St and Lorraine Ave",c(237174.84616047, 868659.760687103),"BAT"
"193","799317",2,FALSE,"Belmont St at Dunkin Donuts",c(237280.980244653, 868731.74003914),"BAT"
"194","799318",2,FALSE,"DAngelos CVS Plaza",c(237362.961039849, 868800.927378406),"BAT"
"195","799319",2,FALSE,"Brockton High School",c(237561.245032044, 868958.1477008),"BAT"
"196","799320",2,FALSE,"Torrey St at Shaws Plaza",c(237673.871347526, 869393.708236888),"BAT"
"197","799321",2,FALSE,"Torrey St and West St",c(237820.903376299, 869428.371713436),"BAT"
"198","799322",2,FALSE,"Belmont St at Bat Shelter",c(238131.301716827, 869567.549759323),"BAT"
"199","799323",2,FALSE,"Belmont St at Fairgrounds",c(238297.715853984, 869658.752887441),"BAT"
"200","799324",2,FALSE,"Belmont St and Thurber Ave",c(238338.224879191, 869681.076283328),"BAT"
"201","799325",2,FALSE,"Belmont St and Ash St",c(238565.311403123, 869798.384473134),"BAT"
"202","799326",2,FALSE,"Belmont St and Manomet St",c(238731.057265527, 869843.499044593),"BAT"
"203","799327",2,FALSE,"Belmont St and Grafton St",c(238830.637828008, 869867.260425053),"BAT"
"204","799328",2,FALSE,"Belmont St and Minot Ave",c(238932.785269657, 869890.593082723),"BAT"
"205","799329",2,FALSE,"Belmont St and Newbury St",c(239263.641014878, 869989.059303636),"BAT"
"206","799331",2,FALSE,"Belmont St and Cottage St",c(239548.647574854, 870087.395096715),"BAT"
"207","799332",2,FALSE,"Crescent St and Maple Ave",c(239835.700346097, 870202.970308841),"BAT"
"208","799333",2,FALSE,"Commercial St and School St",c(240109.458468803, 870249.784010987),"BAT"
"209","799334",2,FALSE,"Commercial St at Centre St",c(240094.788674035, 870491.227899842),"BAT"
"210","799335",2,FALSE,"Pleasant St at Main St",c(239705.822368863, 870682.962163108),"BAT"
"211","799336",2,FALSE,"Pleasant St at Hereford St",c(239516.760340519, 870703.733948892),"BAT"
"212","799337",2,FALSE,"Pleasant St and Spring St",c(239351.831958633, 870751.130683243),"BAT"
"213","799338",2,FALSE,"Pleasant St and Oakland Ave",c(239079.467196052, 870822.305622393),"BAT"
"214","799339",2,FALSE,"Pleasant St and Colonial St",c(238999.015626194, 870846.947068603),"BAT"
"215","799340",2,FALSE,"Pleasant St and Weston St",c(238851.84163146, 870885.582129864),"BAT"
"216","799341",2,FALSE,"Pleasant St at Ellis St",c(238728.631982359, 870918.671037487),"BAT"
"217","799342",2,FALSE,"Pleasant St at Augusta Ave",c(238606.159584006, 870953.321145723),"BAT"
"218","799343",2,FALSE,"Pleasant St at North Ash St",c(238437.540099444, 870999.939884388),"BAT"
"219","799344",2,FALSE,"Pleasant St and Belair St",c(238286.24806391, 871040.325476252),"BAT"
"220","799345",2,FALSE,"Plesant St and Fields Ave",c(238167.745666832, 871076.00437223),"BAT"
"221","799346",2,FALSE,"Pleasant St and Elmwood Ave",c(237962.764114321, 871116.217766823),"BAT"
"222","799347",2,FALSE,"Pennsylvania Ave",c(237691.462223511, 871089.105607961),"BAT"
"223","799348",2,FALSE,"Pleasant St and West St",c(237501.731737084, 871046.775649875),"BAT"
"224","799349",2,FALSE,"Westgate Lanes",c(237348.648331862, 871208.019056173),"BAT"
"225","799351",2,FALSE,"AC Moore",c(237108.658422498, 871406.829114587),"BAT"
"226","799352",2,FALSE,"Sears and Macys",c(237174.690453553, 871844.948748149),"BAT"
"227","799353",2,FALSE,"Westgate Mall Entrance by Sears",c(237245.874224466, 871811.82504787),"BAT"
"228","799354",2,FALSE,"Campanelli Dr At Self Storage",c(237030.22998531, 872056.159642911),"BAT"
"229","799355",2,FALSE,"Campanelli Dr - Ocean State Job Lot",c(237021.673683542, 872209.556832564),"BAT"
"230","799356",2,FALSE,"Oak St and Chatham West Dr",c(236963.732743341, 872464.559528791),"BAT"
"231","799358",2,FALSE,"Oak St at Pine Estates",c(236502.539966155, 872393.735923004),"BAT"
"232","799359",2,FALSE,"Oak St and Reservoir St",c(236209.556434064, 872317.461129892),"BAT"
"233","799360",2,FALSE,"Good Samaritan Hospital",c(236188.948720888, 872040.242912492),"BAT"
"234","799361",2,FALSE,"Oak St Ext and Reservoir St",c(236128.410433498, 872295.955702688),"BAT"
"235","799362",2,FALSE,"Oak St Ext and Pearl St",c(235945.119515447, 872265.967807591),"BAT"
"236","799363",2,FALSE,"North Pearl St and Reynolds Hwy",c(235895.099690059, 872060.623215128),"BAT"
"237","799364",2,FALSE,"First Entrance on Pearl St",c(235963.825148466, 871722.978511162),"BAT"
"238","799365",2,FALSE,"Entrance - Melrose on Pearl St",c(235999.395648773, 871528.69362166),"BAT"
"239","799366",2,FALSE,"Last Entrance on Pearl St",c(236021.605930347, 871358.954462425),"BAT"
"240","799367",2,FALSE,"Pearl St at Braemoor Nursing Home",c(236037.633472918, 871168.879727642),"BAT"
"241","799368",2,FALSE,"Pearl St and Pleasant St",c(236094.773737889, 871044.881371039),"BAT"
"242","799369",2,FALSE,"Pleasant St and Hancock Ave",c(236142.820512379, 871032.909292274),"BAT"
"243","799370",2,FALSE,"Pleasant St and Irving Ave",c(236235.558482121, 871001.951299968),"BAT"
"244","799371",2,FALSE,"Pleasant St and Rockland St",c(236404.472020051, 870943.507828962),"BAT"
"245","799372",2,FALSE,"810 Pleasant St and Gerrys Stand",c(236766.992660057, 870884.443906881),"BAT"
"246","799373",2,FALSE,"Pleasant St at West Acres Nursing Home",c(237025.092579824, 870922.633986961),"BAT"
"247","799374",2,FALSE,"Pleasant St and Troy St",c(237240.342993221, 870958.97671554),"BAT"
"248","799375",2,FALSE,"Pleasant St and Fern St",c(237385.579625464, 870983.18103066),"BAT"
"249","799376",2,FALSE,"Pleasant St at West St",c(237588.582787764, 871037.0454658),"BAT"
"250","799377",2,FALSE,"Pleasant St at Lennox St",c(237804.567819125, 871102.817245297),"BAT"
"251","799378",2,FALSE,"Pleasant St at Wheeler Ave",c(238042.942483032, 871098.988971037),"BAT"
"252","799379",2,FALSE,"Pleasant St and Morraine St",c(238277.18917695, 871032.612301496),"BAT"
"253","799380",2,FALSE,"Pleasant St at Ash St",c(238428.07915648, 870990.11394024),"BAT"
"254","799381",2,FALSE,"Pleasant St and Belmont Ave",c(238627.194248887, 870934.553855382),"BAT"
"255","799382",2,FALSE,"Pleasant St and Fenway Cir",c(238776.594387322, 870892.943357187),"BAT"
"256","799383",2,FALSE,"Pleasant St and Simmons Ave",c(238846.859102884, 870873.892041051),"BAT"
"257","799384",2,FALSE,"246 Pleasant St",c(238981.761940931, 870836.093638348),"BAT"
"258","799385",2,FALSE,"Pleasant St at Glenwood St",c(239189.082074072, 870779.595042693),"BAT"
"259","799386",2,FALSE,"Pleasant St and Warren Ave",c(239431.712012257, 870653.101618648),"BAT"
"260","799387",2,FALSE,"Warren Ave and Highland St",c(239453.700417363, 870523.491305121),"BAT"
"261","799388",2,FALSE,"Legion Parkway and Paddy Ln",c(239510.121684235, 870480.488509144),"BAT"
"262","799389",2,FALSE,"Legion Parkway and Main St",c(239701.524535712, 870505.665513624),"BAT"
