timetable_id,stop_id,stop_sequence,stop_name,connected_routes
42,799808,30,Randolph Avenue and Highland Street,12/Routes to Boston and Beyond 
42,799809,31,Randolph Avenue and Hallen Street,12/Routes to Boston and Beyond 
42,799810,32,Randolph Avenue and Hillside Street,12/Routes to Boston and Beyond 
42,799811,33,Randolph Avenue and Chickataubut Road,12/Routes to Boston and Beyond 
42,799812,34,N Main Street and Scanlon Drive,12/Routes to Boston and Beyond 
42,799813,35,N Main Street and Soren Street,12/Routes to Boston and Beyond 
42,799814,36,N Main Street and Hills Street,12/Routes to Boston and Beyond 
42,799815,37,N Main Street and Waldo Street,12/Routes to Boston and Beyond 
42,799816,38,N Main Street and Royal Street,12/Routes to Boston and Beyond 
42,799817,39,N Main Street and Reed Street,12/Routes to Boston and Beyond 
42,799818,40,N Main Street and Intervale Road,12/Routes to Boston and Beyond 
42,799819,41,N Main Street and Gordon Street,12/Routes to Boston and Beyond 
42,799820,42,N Main Street and Chestnut Street,12/Routes to Boston and Beyond 
42,799821,43,N Main Street and Vessey Road,12/Routes to Boston and Beyond 
42,799822,44,N Main Street and Grove Street,12/Routes to Boston and Beyond 
42,799823,45,N Main Street and Jasper Lane,12/Routes to Boston and Beyond 
42,799824,46,N Main Street and Nelson Drive,12/Routes to Boston and Beyond 
42,799825,47,N Main Street and West Street,12/Routes to Boston and Beyond 
42,799826,48,N Main Street and Depot Street,12/Routes to Boston and Beyond 
42,799827,49,N Main Street and Warren Street,12/Routes to Boston and Beyond 
42,799828,50,N Main Street and Diauto Drive,12/Routes to Boston and Beyond 
42,799829,51,N Main Street and Memorial Parkway,12/Routes to Boston and Beyond 
42,799830,52,N Main Street and Turner Lane,12/Routes to Boston and Beyond 
42,799831,53,S Main Street and N Main Street,12/Routes to Boston and Beyond 
42,799832,54,S Main Street and Elgin Court,12/Routes to Boston and Beyond 
42,799833,55,S Main Street and Woodlawn Street,12/Routes to Boston and Beyond 
42,799834,56,S Main Street and Fairveiw Avenue,12/Routes to Boston and Beyond 
42,799835,57,S Main Street and Fairmount Street,12/Routes to Boston and Beyond 
42,799836,58,S Main Street and Fitch Terrace,12/Routes to Boston and Beyond 
42,799837,59,S Main Street and Stoughton Street,12/Routes to Boston and Beyond 
42,799838,60,S Main Street and Selwyn Road,12/Routes to Boston and Beyond 
42,799839,61,S Main Street and Summit Road,12/Routes to Boston and Beyond 
42,799840,62,S Main Street and Langley Road,12/Routes to Boston and Beyond 
42,799841,63,N Main Street and West High Street,12/Routes to Boston and Beyond 
42,799842,64,W Main Street and Pratt Street,12/Routes to Boston and Beyond 
42,799843,65,W Main Street and Pond Street,12/Routes to Boston and Beyond 
42,799844,66,W Main Street and Feely Street,12/Routes to Boston and Beyond 
42,799845,67,W Main Street and Lisa Lane,12/Routes to Boston and Beyond 
42,799846,68,W Main Street and Avon Place,12/Routes to Boston and Beyond 
42,799847,69,W Main Street and Klondike Road,12/Routes to Boston and Beyond 
42,799848,70,W Main Street and Nichols Avenue,12/Routes to Boston and Beyond 
42,799212,71,Manguire Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799213,72,W Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799214,73,N Main Street and Burkeside Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799215,74,N Main Street and Hillcrest Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799216,75,N Main St and Woodland Ave,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799217,76,N Main Street and Manners Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799218,77,N Main Street and Willow Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799219,78,N Main Street and May Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799220,79,N Main Street and searles Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799221,80,N Main Street and Martland Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799222,81,N Main Street and Oak Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799223,82,N Main Street and Herrod Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799224,83,N Main Street and Rutland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799225,84,N Main Street and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799226,85,N Main Street and Upland Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799227,86,N Main Street and Landsdowne Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799238,87,N Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799228,88,N Main Street and Division Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799229,89,N Main Street and Ford Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799230,90,N Main Street and W AshLand Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799231,91,N Main Street and Huntington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799239,92,N Main Street and Farrington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799232,93,N Main Street and Prospect Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799233,94,N Main Street and Falmouth Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799234,95,N Main Street and Wyman Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799235,96,N Main Street and Haverhill Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799236,97,Linden Street and N Montello Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799237,98,N Montello Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
42,799180,99,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
43,799779,1,Ashmont M.B.T.A.,12/Routes to Boston and Beyond 
43,799780,2,Dorchester Avenue and Fuller Street,12/Routes to Boston and Beyond 
43,799781,3,Dorchester Avenue and Mercier Street,12/Routes to Boston and Beyond 
43,799782,4,Dorchester Avenue and Hurlcroft Avenue,12/Routes to Boston and Beyond 
43,799783,5,Dorchester Avenue and Galivan Boulevard,12/Routes to Boston and Beyond 
43,799784,6,Dorchester Avenue and Valley Road,12/Routes to Boston and Beyond 
43,799785,7,Dorchester Ave St. Gregorys St,12/Routes to Boston and Beyond 
43,799786,8,Dorchester Avenue and Mother Julia Road,12/Routes to Boston and Beyond 
43,799787,9,Dorchester Ave Richmond St,12/Routes to Boston and Beyond 
43,799788,10,Dorchester Avenue and Washington Street,12/Routes to Boston and Beyond 
43,799789,11,River Street and Witchita Terrace,12/Routes to Boston and Beyond 
43,799790,12,River Street and Temple Street,12/Routes to Boston and Beyond 
43,799791,13,Central Avenue and River Street,12/Routes to Boston and Beyond 
43,799792,14,Central Avenue and Maple Street,12/Routes to Boston and Beyond 
43,799793,15,Central Avenue and Griggs Lane,12/Routes to Boston and Beyond 
43,799794,16,Central Avenue and Valley Road,12/Routes to Boston and Beyond 
43,799795,17,Central Avenue and Columbine Road,12/Routes to Boston and Beyond 
43,799796,18,Central Avenue and Allerion Road,12/Routes to Boston and Beyond 
43,799797,19,Central Avenue and Russelwood Road,12/Routes to Boston and Beyond 
43,799798,20,Central Avenue and Brook Road,12/Routes to Boston and Beyond 
43,799799,21,Reedsdale Road and Central Avenue,12/Routes to Boston and Beyond 
43,799800,22,Reedsdale Road and Walnut Street,12/Routes to Boston and Beyond 
43,799801,23,Reedsdale Road and Canton Avenue,12/Routes to Boston and Beyond 
43,799802,24,Reedsdale Road and Spafford Street,12/Routes to Boston and Beyond 
43,799803,25,Reedsdale Road and Buckingham Road,12/Routes to Boston and Beyond 
43,799804,26,Reedsdale Road and Martin Road,12/Routes to Boston and Beyond 
43,799805,27,Reedsdale Road and Randolph Avenue,12/Routes to Boston and Beyond 
43,799806,28,Randolph Avenue and Pleasant Street,12/Routes to Boston and Beyond 
43,799807,29,Randolph Avenue and Reed Street,12/Routes to Boston and Beyond 
43,799808,30,Randolph Avenue and Highland Street,12/Routes to Boston and Beyond 
43,799809,31,Randolph Avenue and Hallen Street,12/Routes to Boston and Beyond 
43,799810,32,Randolph Avenue and Hillside Street,12/Routes to Boston and Beyond 
43,799811,33,Randolph Avenue and Chickataubut Road,12/Routes to Boston and Beyond 
43,799812,34,N Main Street and Scanlon Drive,12/Routes to Boston and Beyond 
43,799813,35,N Main Street and Soren Street,12/Routes to Boston and Beyond 
43,799814,36,N Main Street and Hills Street,12/Routes to Boston and Beyond 
43,799815,37,N Main Street and Waldo Street,12/Routes to Boston and Beyond 
43,799816,38,N Main Street and Royal Street,12/Routes to Boston and Beyond 
43,799817,39,N Main Street and Reed Street,12/Routes to Boston and Beyond 
43,799818,40,N Main Street and Intervale Road,12/Routes to Boston and Beyond 
43,799819,41,N Main Street and Gordon Street,12/Routes to Boston and Beyond 
43,799820,42,N Main Street and Chestnut Street,12/Routes to Boston and Beyond 
43,799821,43,N Main Street and Vessey Road,12/Routes to Boston and Beyond 
43,799822,44,N Main Street and Grove Street,12/Routes to Boston and Beyond 
43,799823,45,N Main Street and Jasper Lane,12/Routes to Boston and Beyond 
43,799824,46,N Main Street and Nelson Drive,12/Routes to Boston and Beyond 
43,799825,47,N Main Street and West Street,12/Routes to Boston and Beyond 
43,799826,48,N Main Street and Depot Street,12/Routes to Boston and Beyond 
43,799827,49,N Main Street and Warren Street,12/Routes to Boston and Beyond 
43,799828,50,N Main Street and Diauto Drive,12/Routes to Boston and Beyond 
43,799829,51,N Main Street and Memorial Parkway,12/Routes to Boston and Beyond 
43,799830,52,N Main Street and Turner Lane,12/Routes to Boston and Beyond 
43,799831,53,S Main Street and N Main Street,12/Routes to Boston and Beyond 
43,799832,54,S Main Street and Elgin Court,12/Routes to Boston and Beyond 
43,799833,55,S Main Street and Woodlawn Street,12/Routes to Boston and Beyond 
43,799834,56,S Main Street and Fairveiw Avenue,12/Routes to Boston and Beyond 
43,799835,57,S Main Street and Fairmount Street,12/Routes to Boston and Beyond 
43,799836,58,S Main Street and Fitch Terrace,12/Routes to Boston and Beyond 
43,799837,59,S Main Street and Stoughton Street,12/Routes to Boston and Beyond 
43,799838,60,S Main Street and Selwyn Road,12/Routes to Boston and Beyond 
43,799839,61,S Main Street and Summit Road,12/Routes to Boston and Beyond 
43,799840,62,S Main Street and Langley Road,12/Routes to Boston and Beyond 
43,799841,63,N Main Street and West High Street,12/Routes to Boston and Beyond 
43,799842,64,W Main Street and Pratt Street,12/Routes to Boston and Beyond 
43,799843,65,W Main Street and Pond Street,12/Routes to Boston and Beyond 
43,799844,66,W Main Street and Feely Street,12/Routes to Boston and Beyond 
43,799845,67,W Main Street and Lisa Lane,12/Routes to Boston and Beyond 
43,799846,68,W Main Street and Avon Place,12/Routes to Boston and Beyond 
43,799847,69,W Main Street and Klondike Road,12/Routes to Boston and Beyond 
43,799848,70,W Main Street and Nichols Avenue,12/Routes to Boston and Beyond 
43,799212,71,Manguire Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799213,72,W Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799214,73,N Main Street and Burkeside Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799215,74,N Main Street and Hillcrest Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799216,75,N Main St and Woodland Ave,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799217,76,N Main Street and Manners Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799218,77,N Main Street and Willow Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799219,78,N Main Street and May Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799220,79,N Main Street and searles Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799221,80,N Main Street and Martland Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799222,81,N Main Street and Oak Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799223,82,N Main Street and Herrod Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799224,83,N Main Street and Rutland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799225,84,N Main Street and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799226,85,N Main Street and Upland Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799227,86,N Main Street and Landsdowne Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799238,87,N Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799228,88,N Main Street and Division Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799229,89,N Main Street and Ford Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799230,90,N Main Street and W AshLand Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799231,91,N Main Street and Huntington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799239,92,N Main Street and Farrington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799232,93,N Main Street and Prospect Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799233,94,N Main Street and Falmouth Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799234,95,N Main Street and Wyman Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799235,96,N Main Street and Haverhill Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799236,97,Linden Street and N Montello Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799237,98,N Montello Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
43,799180,99,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
44,799779,1,Ashmont M.B.T.A.,12/Routes to Boston and Beyond 
44,799780,2,Dorchester Avenue and Fuller Street,12/Routes to Boston and Beyond 
44,799781,3,Dorchester Avenue and Mercier Street,12/Routes to Boston and Beyond 
44,799782,4,Dorchester Avenue and Hurlcroft Avenue,12/Routes to Boston and Beyond 
44,799783,5,Dorchester Avenue and Galivan Boulevard,12/Routes to Boston and Beyond 
44,799784,6,Dorchester Avenue and Valley Road,12/Routes to Boston and Beyond 
44,799785,7,Dorchester Ave St. Gregorys St,12/Routes to Boston and Beyond 
44,799786,8,Dorchester Avenue and Mother Julia Road,12/Routes to Boston and Beyond 
44,799787,9,Dorchester Ave Richmond St,12/Routes to Boston and Beyond 
44,799788,10,Dorchester Avenue and Washington Street,12/Routes to Boston and Beyond 
44,799789,11,River Street and Witchita Terrace,12/Routes to Boston and Beyond 
44,799790,12,River Street and Temple Street,12/Routes to Boston and Beyond 
44,799791,13,Central Avenue and River Street,12/Routes to Boston and Beyond 
44,799792,14,Central Avenue and Maple Street,12/Routes to Boston and Beyond 
44,799793,15,Central Avenue and Griggs Lane,12/Routes to Boston and Beyond 
44,799794,16,Central Avenue and Valley Road,12/Routes to Boston and Beyond 
44,799795,17,Central Avenue and Columbine Road,12/Routes to Boston and Beyond 
44,799796,18,Central Avenue and Allerion Road,12/Routes to Boston and Beyond 
44,799797,19,Central Avenue and Russelwood Road,12/Routes to Boston and Beyond 
44,799798,20,Central Avenue and Brook Road,12/Routes to Boston and Beyond 
44,799799,21,Reedsdale Road and Central Avenue,12/Routes to Boston and Beyond 
44,799800,22,Reedsdale Road and Walnut Street,12/Routes to Boston and Beyond 
44,799801,23,Reedsdale Road and Canton Avenue,12/Routes to Boston and Beyond 
44,799802,24,Reedsdale Road and Spafford Street,12/Routes to Boston and Beyond 
44,799803,25,Reedsdale Road and Buckingham Road,12/Routes to Boston and Beyond 
44,799804,26,Reedsdale Road and Martin Road,12/Routes to Boston and Beyond 
44,799805,27,Reedsdale Road and Randolph Avenue,12/Routes to Boston and Beyond 
44,799806,28,Randolph Avenue and Pleasant Street,12/Routes to Boston and Beyond 
44,799807,29,Randolph Avenue and Reed Street,12/Routes to Boston and Beyond 
44,799808,30,Randolph Avenue and Highland Street,12/Routes to Boston and Beyond 
44,799809,31,Randolph Avenue and Hallen Street,12/Routes to Boston and Beyond 
44,799810,32,Randolph Avenue and Hillside Street,12/Routes to Boston and Beyond 
44,799811,33,Randolph Avenue and Chickataubut Road,12/Routes to Boston and Beyond 
44,799812,34,N Main Street and Scanlon Drive,12/Routes to Boston and Beyond 
44,799813,35,N Main Street and Soren Street,12/Routes to Boston and Beyond 
44,799814,36,N Main Street and Hills Street,12/Routes to Boston and Beyond 
44,799815,37,N Main Street and Waldo Street,12/Routes to Boston and Beyond 
44,799816,38,N Main Street and Royal Street,12/Routes to Boston and Beyond 
44,799817,39,N Main Street and Reed Street,12/Routes to Boston and Beyond 
44,799818,40,N Main Street and Intervale Road,12/Routes to Boston and Beyond 
44,799819,41,N Main Street and Gordon Street,12/Routes to Boston and Beyond 
44,799820,42,N Main Street and Chestnut Street,12/Routes to Boston and Beyond 
44,799821,43,N Main Street and Vessey Road,12/Routes to Boston and Beyond 
44,799822,44,N Main Street and Grove Street,12/Routes to Boston and Beyond 
44,799823,45,N Main Street and Jasper Lane,12/Routes to Boston and Beyond 
44,799824,46,N Main Street and Nelson Drive,12/Routes to Boston and Beyond 
44,799825,47,N Main Street and West Street,12/Routes to Boston and Beyond 
44,799826,48,N Main Street and Depot Street,12/Routes to Boston and Beyond 
44,799827,49,N Main Street and Warren Street,12/Routes to Boston and Beyond 
44,799828,50,N Main Street and Diauto Drive,12/Routes to Boston and Beyond 
44,799829,51,N Main Street and Memorial Parkway,12/Routes to Boston and Beyond 
44,799830,52,N Main Street and Turner Lane,12/Routes to Boston and Beyond 
44,799831,53,S Main Street and N Main Street,12/Routes to Boston and Beyond 
44,799832,54,S Main Street and Elgin Court,12/Routes to Boston and Beyond 
44,799833,55,S Main Street and Woodlawn Street,12/Routes to Boston and Beyond 
44,799834,56,S Main Street and Fairveiw Avenue,12/Routes to Boston and Beyond 
44,799835,57,S Main Street and Fairmount Street,12/Routes to Boston and Beyond 
44,799836,58,S Main Street and Fitch Terrace,12/Routes to Boston and Beyond 
44,799837,59,S Main Street and Stoughton Street,12/Routes to Boston and Beyond 
44,799838,60,S Main Street and Selwyn Road,12/Routes to Boston and Beyond 
44,799839,61,S Main Street and Summit Road,12/Routes to Boston and Beyond 
44,799840,62,S Main Street and Langley Road,12/Routes to Boston and Beyond 
44,799841,63,N Main Street and West High Street,12/Routes to Boston and Beyond 
44,799842,64,W Main Street and Pratt Street,12/Routes to Boston and Beyond 
44,799843,65,W Main Street and Pond Street,12/Routes to Boston and Beyond 
44,799844,66,W Main Street and Feely Street,12/Routes to Boston and Beyond 
44,799845,67,W Main Street and Lisa Lane,12/Routes to Boston and Beyond 
44,799846,68,W Main Street and Avon Place,12/Routes to Boston and Beyond 
44,799847,69,W Main Street and Klondike Road,12/Routes to Boston and Beyond 
44,799848,70,W Main Street and Nichols Avenue,12/Routes to Boston and Beyond 
44,799212,71,Manguire Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799213,72,W Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799214,73,N Main Street and Burkeside Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799215,74,N Main Street and Hillcrest Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799216,75,N Main St and Woodland Ave,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799217,76,N Main Street and Manners Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799218,77,N Main Street and Willow Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799219,78,N Main Street and May Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799220,79,N Main Street and searles Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799221,80,N Main Street and Martland Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799222,81,N Main Street and Oak Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799223,82,N Main Street and Herrod Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799224,83,N Main Street and Rutland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799225,84,N Main Street and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799226,85,N Main Street and Upland Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799227,86,N Main Street and Landsdowne Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799238,87,N Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799228,88,N Main Street and Division Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799229,89,N Main Street and Ford Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799230,90,N Main Street and W AshLand Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799231,91,N Main Street and Huntington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799239,92,N Main Street and Farrington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799232,93,N Main Street and Prospect Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799233,94,N Main Street and Falmouth Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799234,95,N Main Street and Wyman Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799235,96,N Main Street and Haverhill Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799236,97,Linden Street and N Montello Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799237,98,N Montello Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
44,799180,99,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
45,799499,1,East Street. & Hopkins Road,8/Southfield via Warren & Plain Street
45,799500,2,East Street and Buckland Drive,8/Southfield via Warren & Plain Street
45,799501,3,Edson Street and East Street,8/Southfield via Warren & Plain Street
45,799502,4,Edson Street and wallace Street,8/Southfield via Warren & Plain Street
45,799503,5,Summer Street and Snell Drive,8/Southfield via Warren & Plain Street
45,799504,6,Summer Street and Coral Street,8/Southfield via Warren & Plain Street
45,799505,7,Summer Street and S Leyden Street,8/Southfield via Warren & Plain Street
45,799506,8,Otto Street and Auburn Street,8/Southfield via Warren & Plain Street
45,799507,9,Campello MBTA Station,8/Southfield via Warren & Plain Street
45,799508,10,Keith Avenue and Main Street,8/Southfield via Warren & Plain Street
45,799509,11,Keith Avenue and Warren Avenue,8/Southfield via Warren & Plain Street
45,799510,12,Warren Avenue and Rutland Square,8/Southfield via Warren & Plain Street
45,799511,13,Warren Street and Wilkins Place,8/Southfield via Warren & Plain Street
45,799512,14,Warren Avenue and Nilson Street,8/Southfield via Warren & Plain Street
45,799513,15,Warren Avenue and Sheppard Street,8/Southfield via Warren & Plain Street
45,799514,16,Warren Avenue and David Street,8/Southfield via Warren & Plain Street
45,799515,17,Warren Avenue and Central Square,8/Southfield via Warren & Plain Street
45,799516,18,Warren Avenue and Winthrop Street,8/Southfield via Warren & Plain Street
45,799517,19,Warren Avenue and Belmont Street,8/Southfield via Warren & Plain Street
45,799518,20,Main Street and VFW Parkway,8/Southfield via Warren & Plain Street
45,799180,21,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
46,799499,1,East Street. & Hopkins Road,8/Southfield via Warren & Plain Street
46,799500,2,East Street and Buckland Drive,8/Southfield via Warren & Plain Street
46,799501,3,Edson Street and East Street,8/Southfield via Warren & Plain Street
46,799502,4,Edson Street and wallace Street,8/Southfield via Warren & Plain Street
46,799503,5,Summer Street and Snell Drive,8/Southfield via Warren & Plain Street
46,799504,6,Summer Street and Coral Street,8/Southfield via Warren & Plain Street
46,799505,7,Summer Street and S Leyden Street,8/Southfield via Warren & Plain Street
46,799506,8,Otto Street and Auburn Street,8/Southfield via Warren & Plain Street
46,799507,9,Campello MBTA Station,8/Southfield via Warren & Plain Street
46,799508,10,Keith Avenue and Main Street,8/Southfield via Warren & Plain Street
46,799509,11,Keith Avenue and Warren Avenue,8/Southfield via Warren & Plain Street
46,799510,12,Warren Avenue and Rutland Square,8/Southfield via Warren & Plain Street
46,799511,13,Warren Street and Wilkins Place,8/Southfield via Warren & Plain Street
46,799512,14,Warren Avenue and Nilson Street,8/Southfield via Warren & Plain Street
46,799513,15,Warren Avenue and Sheppard Street,8/Southfield via Warren & Plain Street
46,799514,16,Warren Avenue and David Street,8/Southfield via Warren & Plain Street
46,799515,17,Warren Avenue and Central Square,8/Southfield via Warren & Plain Street
46,799516,18,Warren Avenue and Winthrop Street,8/Southfield via Warren & Plain Street
46,799517,19,Warren Avenue and Belmont Street,8/Southfield via Warren & Plain Street
46,799518,20,Main Street and VFW Parkway,8/Southfield via Warren & Plain Street
46,799180,21,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
47,799499,1,East Street. & Hopkins Road,8/Southfield via Warren & Plain Street
