timetable_id,stop_id,stop_sequence,stop_name,connected_routes
26,799906,14,Campanelli Drive and Toys R Us,"13/Mini-Maller Westgate Mall, Brockton"
26,799907,15,Campanelli Drive and Westgate Drive,"13/Mini-Maller Westgate Mall, Brockton"
26,799908,16,Westgate Drive and Super 8,"13/Mini-Maller Westgate Mall, Brockton"
26,799909,17,Westgate Drive and Dicks Sporting Goods,"13/Mini-Maller Westgate Mall, Brockton"
26,799910,18,Westgate Drive and Pro-Bld.,"13/Mini-Maller Westgate Mall, Brockton"
26,799911,19,Uno's,"13/Mini-Maller Westgate Mall, Brockton"
26,799352,20,Macy's,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4/Westgate via Pleasant"
26,799353,21,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
27,799353,1,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
27,799850,2,MRI at Westgate,"13/Mini-Maller Westgate Mall, Brockton"
27,799851,3,Campanelli Drive and Oak Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799852,4,Oak Street at Chilis,"13/Mini-Maller Westgate Mall, Brockton"
27,799853,5,Oak Street and Chatham West Drive,"13/Mini-Maller Westgate Mall, Brockton"
27,799854,6,Oak Street and Oak Lane,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
27,799855,7,Oak Street at Fuller Art Museum,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
27,799856,8,Oak Street and Belair Street,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
27,799857,9,Belair Street and Tucker Drive,"13/Mini-Maller Westgate Mall, Brockton"
27,799858,10,Belair Street and Anne Avenue,"13/Mini-Maller Westgate Mall, Brockton"
27,799860,11,Belair High Rise,"13/Mini-Maller Westgate Mall, Brockton"
27,799859,12,Belair Street and Earle Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799862,13,Colonel Bell Drive apartment complex,"13/Mini-Maller Westgate Mall, Brockton"
27,799861,14,Sullivan Towers,"13/Mini-Maller Westgate Mall, Brockton"
27,799863,15,Colonel Bell Drive and Belair Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799864,16,Belair Street and Prospect Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799865,17,Prospect Street and Fields Avenue,"13/Mini-Maller Westgate Mall, Brockton"
27,799378,18,Pleasant Street and Wheeler Avenue,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4/Westgate via Pleasant"
27,799867,19,Wheeler Avenue and Malvern Road,"13/Mini-Maller Westgate Mall, Brockton"
27,799868,20,Malvern Road and Rochelle Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799869,21,Malvern Road and Lenox Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799870,22,Lenox Street and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799347,23,Pleasant Street and Pennsylvania Avenue,"13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
27,807121,24,West Street and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799873,25,West Street at Thorny Lee Terrace,"13/Mini-Maller Westgate Mall, Brockton"
27,799874,26,West Street and Torrey Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799875,27,Shaws Plaza,"13/Mini-Maller Westgate Mall, Brockton"
27,799876,28,Stop and Shop Plaza,"13/Mini-Maller Westgate Mall, Brockton"
27,799877,29,Belmont Street and Plaza Entrance,"13/Mini-Maller Westgate Mall, Brockton"
27,799878,30,Torrey Street and Circle Drive,"13/Mini-Maller Westgate Mall, Brockton"
27,799879,31,Torrey Street and Fairview Avenue,"13/Mini-Maller Westgate Mall, Brockton"
27,799880,32,Torrey Street and Pineview Terrace,"13/Mini-Maller Westgate Mall, Brockton"
27,799881,33,Torrey Street and Camarra Avenue,"13/Mini-Maller Westgate Mall, Brockton"
27,799882,34,Pearl Street and Melanie Lane,"13/Mini-Maller Westgate Mall, Brockton"
27,799883,35,Pearl Street and Colby Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799884,36,Pearl Street and Dartmouth Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799885,37,Pearl Street. and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799886,38,Pleasant Street and Albany Street,"13/Mini-Maller Westgate Mall, Brockton"
27,799887,39,Pleasant Street and Rangeley Avenue,"13/Mini-Maller Westgate Mall, Brockton"
27,799888,40,Pleasant Street and Cumberland Drive,"13/Mini-Maller Westgate Mall, Brockton"
27,799889,41,Pleasant Street and Vinedale Road,"13/Mini-Maller Westgate Mall, Brockton"
27,799890,42,Sumner Street W and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
27,807125,43,Sumner Street W and Leah Drive,"13/Mini-Maller Westgate Mall, Brockton"
27,799892,44,Sumner Street W and Ray Avenue,"13/Mini-Maller Westgate Mall, Brockton"
27,799893,45,Goddard Rehab & Nursing,"13/Mini-Maller Westgate Mall, Brockton"
28,799353,1,Westgate Mall,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
28,799850,2,MRI at Westgate,"13/Mini-Maller Westgate Mall, Brockton"
28,799851,3,Campanelli Drive and Oak Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799852,4,Oak Street at Chilis,"13/Mini-Maller Westgate Mall, Brockton"
28,799853,5,Oak Street and Chatham West Drive,"13/Mini-Maller Westgate Mall, Brockton"
28,799854,6,Oak Street and Oak Lane,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
28,799855,7,Oak Street at Fuller Art Museum,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
28,799856,8,Oak Street and Belair Street,"13/Mini-Maller Westgate Mall, Brockton, 4A/Westgate Mall via N Warren"
28,799857,9,Belair Street and Tucker Drive,"13/Mini-Maller Westgate Mall, Brockton"
28,799858,10,Belair Street and Anne Avenue,"13/Mini-Maller Westgate Mall, Brockton"
28,799860,11,Belair High Rise,"13/Mini-Maller Westgate Mall, Brockton"
28,799859,12,Belair Street and Earle Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799862,13,Colonel Bell Drive apartment complex,"13/Mini-Maller Westgate Mall, Brockton"
28,799861,14,Sullivan Towers,"13/Mini-Maller Westgate Mall, Brockton"
28,799863,15,Colonel Bell Drive and Belair Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799864,16,Belair Street and Prospect Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799865,17,Prospect Street and Fields Avenue,"13/Mini-Maller Westgate Mall, Brockton"
28,799378,18,Pleasant Street and Wheeler Avenue,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4/Westgate via Pleasant"
28,799867,19,Wheeler Avenue and Malvern Road,"13/Mini-Maller Westgate Mall, Brockton"
28,799868,20,Malvern Road and Rochelle Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799869,21,Malvern Road and Lenox Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799870,22,Lenox Street and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799347,23,Pleasant Street and Pennsylvania Avenue,"13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
28,807121,24,West Street and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799873,25,West Street at Thorny Lee Terrace,"13/Mini-Maller Westgate Mall, Brockton"
28,799874,26,West Street and Torrey Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799875,27,Shaws Plaza,"13/Mini-Maller Westgate Mall, Brockton"
28,799876,28,Stop and Shop Plaza,"13/Mini-Maller Westgate Mall, Brockton"
28,799877,29,Belmont Street and Plaza Entrance,"13/Mini-Maller Westgate Mall, Brockton"
28,799878,30,Torrey Street and Circle Drive,"13/Mini-Maller Westgate Mall, Brockton"
28,799879,31,Torrey Street and Fairview Avenue,"13/Mini-Maller Westgate Mall, Brockton"
28,799880,32,Torrey Street and Pineview Terrace,"13/Mini-Maller Westgate Mall, Brockton"
28,799881,33,Torrey Street and Camarra Avenue,"13/Mini-Maller Westgate Mall, Brockton"
28,799882,34,Pearl Street and Melanie Lane,"13/Mini-Maller Westgate Mall, Brockton"
28,799883,35,Pearl Street and Colby Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799884,36,Pearl Street and Dartmouth Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799885,37,Pearl Street. and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799886,38,Pleasant Street and Albany Street,"13/Mini-Maller Westgate Mall, Brockton"
28,799887,39,Pleasant Street and Rangeley Avenue,"13/Mini-Maller Westgate Mall, Brockton"
28,799888,40,Pleasant Street and Cumberland Drive,"13/Mini-Maller Westgate Mall, Brockton"
28,799889,41,Pleasant Street and Vinedale Road,"13/Mini-Maller Westgate Mall, Brockton"
28,799890,42,Sumner Street W and Pleasant Street,"13/Mini-Maller Westgate Mall, Brockton"
28,807125,43,Sumner Street W and Leah Drive,"13/Mini-Maller Westgate Mall, Brockton"
28,799892,44,Sumner Street W and Ray Avenue,"13/Mini-Maller Westgate Mall, Brockton"
28,799893,45,Goddard Rehab & Nursing,"13/Mini-Maller Westgate Mall, Brockton"
29,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
29,799181,2,Commercial Street and School Street,1/Montello Street Via North Main Street
29,799182,3,School Street and Lincoln Street,1/Montello Street Via North Main Street
29,799183,4,Main Street and Centre Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799184,5,Main Street and Petronelli Way,1/Montello Street Via North Main Street
29,799185,6,Main Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799186,7,N Main Street and Linden Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799187,8,N Main Street and Rosseter Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799188,9,North Main Street and Elliot Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799189,10,N Main Street and Lebanon Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799190,11,N Main Street and East Ashland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799191,12,N Main Street and Snow Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,804150,13,E Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799193,14,N Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799194,15,N Main and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799195,16,N Main Street and Ames Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799196,17,N Main Street and Emerson Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799197,18,N Main Street and Field Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799198,19,N Main Street and Howard Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799199,20,N Main Street and Snell Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799200,21,North Main and Alboin Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799201,22,N Main Street and Waldo Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799202,23,North Main Street and Frankton Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799203,24,N Main Street and Augustine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799204,25,N Main Street and Wilder Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
29,799205,26,East Main Street and Fletcher Road,1/Montello Street Via North Main Street
29,799206,27,E Main Street and Connolly Road,1/Montello Street Via North Main Street
29,799207,28,E Main Street and Lambert Dr,1/Montello Street Via North Main Street
29,799208,29,E Main Street and Memorial Drive,1/Montello Street Via North Main Street
29,799209,30,"Walmart, Avon",1/Montello Street Via North Main Street
30,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
30,799181,2,Commercial Street and School Street,1/Montello Street Via North Main Street
30,799182,3,School Street and Lincoln Street,1/Montello Street Via North Main Street
30,799183,4,Main Street and Centre Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799184,5,Main Street and Petronelli Way,1/Montello Street Via North Main Street
30,799185,6,Main Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799186,7,N Main Street and Linden Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799187,8,N Main Street and Rosseter Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799188,9,North Main Street and Elliot Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799189,10,N Main Street and Lebanon Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799190,11,N Main Street and East Ashland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799191,12,N Main Street and Snow Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,804150,13,E Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799193,14,N Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799194,15,N Main and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799195,16,N Main Street and Ames Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799196,17,N Main Street and Emerson Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799197,18,N Main Street and Field Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799198,19,N Main Street and Howard Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799199,20,N Main Street and Snell Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799200,21,North Main and Alboin Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799201,22,N Main Street and Waldo Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799202,23,North Main Street and Frankton Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799203,24,N Main Street and Augustine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799204,25,N Main Street and Wilder Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
30,799205,26,East Main Street and Fletcher Road,1/Montello Street Via North Main Street
30,799206,27,E Main Street and Connolly Road,1/Montello Street Via North Main Street
30,799207,28,E Main Street and Lambert Dr,1/Montello Street Via North Main Street
30,799208,29,E Main Street and Memorial Drive,1/Montello Street Via North Main Street
30,799209,30,"Walmart, Avon",1/Montello Street Via North Main Street
31,799180,1,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
31,799181,2,Commercial Street and School Street,1/Montello Street Via North Main Street
31,799182,3,School Street and Lincoln Street,1/Montello Street Via North Main Street
31,799183,4,Main Street and Centre Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799184,5,Main Street and Petronelli Way,1/Montello Street Via North Main Street
31,799185,6,Main Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799186,7,N Main Street and Linden Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799187,8,N Main Street and Rosseter Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799188,9,North Main Street and Elliot Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799189,10,N Main Street and Lebanon Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799190,11,N Main Street and East Ashland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799191,12,N Main Street and Snow Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,804150,13,E Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799193,14,N Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799194,15,N Main and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799195,16,N Main Street and Ames Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799196,17,N Main Street and Emerson Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799197,18,N Main Street and Field Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799198,19,N Main Street and Howard Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799199,20,N Main Street and Snell Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799200,21,North Main and Alboin Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799201,22,N Main Street and Waldo Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799202,23,North Main Street and Frankton Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799203,24,N Main Street and Augustine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799204,25,N Main Street and Wilder Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
31,799205,26,East Main Street and Fletcher Road,1/Montello Street Via North Main Street
31,799206,27,E Main Street and Connolly Road,1/Montello Street Via North Main Street
31,799207,28,E Main Street and Lambert Dr,1/Montello Street Via North Main Street
31,799208,29,E Main Street and Memorial Drive,1/Montello Street Via North Main Street
31,799209,30,"Walmart, Avon",1/Montello Street Via North Main Street
32,799209,1,"Walmart, Avon",1/Montello Street Via North Main Street
32,799210,2,W Main Street and South Street,1/Montello Street Via North Main Street
32,799211,3,W Main Street and Glendower Street,1/Montello Street Via North Main Street
32,799212,4,Manguire Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799213,5,W Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799214,6,N Main Street and Burkeside Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799215,7,N Main Street and Hillcrest Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799216,8,N Main St and Woodland Ave,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799217,9,N Main Street and Manners Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799218,10,N Main Street and Willow Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799219,11,N Main Street and May Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799220,12,N Main Street and searles Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799221,13,N Main Street and Martland Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799222,14,N Main Street and Oak Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799223,15,N Main Street and Herrod Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799224,16,N Main Street and Rutland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799225,17,N Main Street and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799226,18,N Main Street and Upland Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799227,19,N Main Street and Landsdowne Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799238,20,N Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799228,21,N Main Street and Division Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799229,22,N Main Street and Ford Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799230,23,N Main Street and W AshLand Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799231,24,N Main Street and Huntington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799239,25,N Main Street and Farrington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799232,26,N Main Street and Prospect Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799233,27,N Main Street and Falmouth Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799234,28,N Main Street and Wyman Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799235,29,N Main Street and Haverhill Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799236,30,Linden Street and N Montello Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799237,31,N Montello Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
32,799180,32,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
33,799209,1,"Walmart, Avon",1/Montello Street Via North Main Street
33,799210,2,W Main Street and South Street,1/Montello Street Via North Main Street
33,799211,3,W Main Street and Glendower Street,1/Montello Street Via North Main Street
33,799212,4,Manguire Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799213,5,W Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799214,6,N Main Street and Burkeside Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799215,7,N Main Street and Hillcrest Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799216,8,N Main St and Woodland Ave,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799217,9,N Main Street and Manners Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799218,10,N Main Street and Willow Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799219,11,N Main Street and May Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799220,12,N Main Street and searles Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799221,13,N Main Street and Martland Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799222,14,N Main Street and Oak Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799223,15,N Main Street and Herrod Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799224,16,N Main Street and Rutland Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799225,17,N Main Street and Vine Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799226,18,N Main Street and Upland Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799227,19,N Main Street and Landsdowne Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799238,20,N Main Street and Battles Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799228,21,N Main Street and Division Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799229,22,N Main Street and Ford Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799230,23,N Main Street and W AshLand Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799231,24,N Main Street and Huntington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799239,25,N Main Street and Farrington Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799232,26,N Main Street and Prospect Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799233,27,N Main Street and Falmouth Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799234,28,N Main Street and Wyman Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799235,29,N Main Street and Haverhill Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799236,30,Linden Street and N Montello Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799237,31,N Montello Street and Court Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
33,799180,32,BAT Centre,"10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Routes to Boston and Beyond , 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 28/Bridgewater - Brockton"
34,799209,1,"Walmart, Avon",1/Montello Street Via North Main Street
34,799210,2,W Main Street and South Street,1/Montello Street Via North Main Street
34,799211,3,W Main Street and Glendower Street,1/Montello Street Via North Main Street
34,799212,4,Manguire Road,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799213,5,W Main Street and E Main Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799214,6,N Main Street and Burkeside Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799215,7,N Main Street and Hillcrest Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799216,8,N Main St and Woodland Ave,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799217,9,N Main Street and Manners Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799218,10,N Main Street and Willow Street,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799219,11,N Main Street and May Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799220,12,N Main Street and searles Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
34,799221,13,N Main Street and Martland Avenue,"12/Routes to Boston and Beyond , 1/Montello Street Via North Main Street"
