stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding
799893,,,Goddard Rehab & Nursing,,42.1013831282392,-71.0811814477463,,,0,,America/New_York,,,0
799508,,,Keith Avenue and Main Street,,42.060965,-71.015215,863,,0,,America/New_York,,,0
799994,,,Central Street and Cushing Street (1595),,42.131132,-71.122981,,,0,,America/New_York,,,0
799644,,,Court Street and Parker Street,,42.086964,-71.008086,863,,0,,America/New_York,,,0
799315,,,Belmont St./Edinboro Ave.,,42.065618,-71.053918,863,,0,,America/New_York,,,0
799633,,,N Quincy Street and Nicholson Road,,42.100617,-70.991239,863,,0,,America/New_York,,,0
799422,,,Centre Street and Howland Street,,42.085563,-70.995916,863,,0,,America/New_York,,,0
799185,,,Main Street and Court Street,,42.0853948918191,-71.0197727263546,863,,0,,America/New_York,,,0
799359,,,Oak St./Reservoir St.,,42.100375,-71.062327,863,,0,,America/New_York,,,0
799568,,,W Elm Street and Morse Avenue,,42.0796551661018,-71.0433026650123,863,,0,,America/New_York,,,0
799750,,,Randolph Avenue and Hilltop Street,,42.231823,-71.070717,865,,0,,America/New_York,,,0
799519,,,W Elm Street and Goddard Road,,42.082029,-71.024375,863,,0,,America/New_York,,,0
800020,,,Central Street and Station Street,,42.131976,-71.117123,,,0,,America/New_York,,,0
799739,,,N Main Street and Bennington Street,,42.19376,-71.060112,866,,0,,America/New_York,,,0
799280,,,Main Street and Main Street place,,42.071888,-71.01847,863,,0,,America/New_York,,,0
799296,,,Torrey Street and Belmont Place,,42.075701,-71.039188,863,,0,,America/New_York,,,0
799834,,,S Main Street and Fairveiw Avenue,,42.157038,-71.044124,866,,0,,America/New_York,,,0
799868,,,Malvern Road and Rochelle Street,,42.087855,-71.041039,863,,0,,America/New_York,,,0
799745,,,N Main Street and Ballard Street,,42.198872,-71.061478,866,,0,,America/New_York,,,0
799697,,,N Montello Street and E Ashland Street,,42.093685,-71.017524,863,,0,,America/New_York,,,0
799988,,,Central Street at Temple Ahavath Torah Congregation,,42.134347,-71.107955,,,0,,America/New_York,,,0
799528,,,West Street at West  Jr. High School,,42.078976,-71.044134,863,,0,,America/New_York,,,0
799738,,,N Main Street and Charles Street,,42.19276,-71.059708,866,,0,,America/New_York,,,0
799624,,,N Quincy Street and Hovendon Avenue,,42.117112,-71.000074,863,,0,,America/New_York,,,0
799817,,,N Main Street and Reed Street,,42.191727,-71.059528,866,,0,,America/New_York,,,0
799605,,,Hovendon Avenue and Jordan Street,,42.112201,-71.014507,863,,0,,America/New_York,,,0
807105,,,Lyman Street and Erie Avenue,,42.0807552500921,-71.0075457116394,863,,0,,America/New_York,,,0
799443,,,Crescent Plaza,,42.0808971575358,-70.992194953373,863,,0,,America/New_York,,,0
799621,,,Boundary Avenue and N Quincy Street,,42.120201,-71.001018,863,,0,,America/New_York,,,0
799785,,,Dorchester Ave St. Gregorys St,,42.275599,-71.067232,864,,0,,America/New_York,,,0
799500,,,East Street and Buckland Drive,,42.064008,-70.991718,863,,0,,America/New_York,,,0
799556,,,Pearl Street and Westlea Terrace,,42.06314,-71.065689,863,,0,,America/New_York,,,0
799670,,,Field Street and Morgan Street,,42.107103,-71.015907,863,,0,,America/New_York,,,0
799982,,,Washington Street at People's Savings Bank,,42.12725,-71.101929,,,0,,America/New_York,,,0
799578,,,Court Street and Rufus Street,,42.087157,-71.005908,863,,0,,America/New_York,,,0
799275,,,Main Street and Pinkham Street,,42.065531,-71.016115,863,,0,,America/New_York,,,0
799549,,,Belmont Street and Stonehill College,,42.054695,-71.073752,,,0,,America/New_York,,,0
