DOW,stop_id,direction_id,firstArrival_mam,lastArrival_mam,trips,averageHeadway,longestHeadway,Percentile90_hw,span_min,span_max,freq_min,span_pass,freq_pass,stop_code,stop_name,stop_desc,stop_lat,stop_lon
WD,6250e0b1-76d5-4a93-9725-ae0d594d6910,NA,352,1221,129,6.7890625,35,18.299999999999997,420,1140,15,TRUE,TRUE,N21,Natick Mall - Wegmans,Natick Mall- Wegmans,42.3014669001977,-71.3863507739515
WD,651767dd-06d3-418b-be32-ee1befeff801,NA,343,1233,32,28.70967741935484,65,53,420,1140,15,TRUE,FALSE,F11,Framingham State University,,42.29773,-71.43723
WD,653a7026-997d-4f7c-948b-4d4a655599a0,NA,385,385,2,0,0,0,420,1140,15,FALSE,TRUE,MF26,Spruce St,,42.1422067071323,-71.5193333637317
WD,6b60b122-63e6-446b-91aa-a6068aba603f,NA,499,1197,8,99.71428571428571,106,104.8,420,1140,15,FALSE,FALSE,MB20,Apex Entertainment,,42.3376391731286,-71.5916028077366
WD,6e32ef0c-ef95-4d54-bfab-4fde5006304a,NA,368.18333333333334,1197.1333333333334,24,36.04130434782609,64.04999999999995,59,420,1140,15,TRUE,FALSE,F55,New York Ave,,42.2998401403332,-71.488204985154
WD,6f5c1a02-d531-4ea0-87a5-a18cca2a7605,NA,357,1170,13,67.75,80,71,420,1140,15,TRUE,FALSE,HP6,PriceChopper Hopkinton,,42.2096039181712,-71.5515976578949
WD,72270960-236c-4e3c-b7fe-63d97deaca92,NA,434,1100,20,35.05263157894737,45,45,420,1140,15,FALSE,FALSE,H1,Hudson WalMart,Hudson Walmart,42.3749929592009,-71.5590904092246
WD,72eeb424-870f-4754-ab60-975e5776f34d,NA,400,1209,23,36.77272727272727,78,66.60000000000001,420,1140,15,TRUE,FALSE,MB1,Marlborough City Hall,,42.3468726782127,-71.5458376136921
WD,73a8ce41-f167-402d-880d-7902aa6f4bad,NA,403,1221,18,48.11764705882353,82,75,420,1140,15,TRUE,FALSE,N23,Sherwood Village on Mill St.,,42.2884407513404,-71.3836390604758
WD,743e3da4-73f1-4dc4-b3f5-96fb2ec75deb,NA,453.8,1141.3333333333333,11,68.75333333333333,79.29999999999995,76.22499999999998,420,1140,15,FALSE,FALSE,MF19,Colonial Rd Capital Rd Housing,,42.1568931434687,-71.5370667896906
WD,76b2f346-87aa-4f7c-b669-bed0672dee06,NA,356,1207,22,40.523809523809526,58,53,420,1140,15,TRUE,FALSE,W1,Oak St,,42.3036113264329,-71.3319703240377
WD,77f43449-c9d4-441a-abf1-6d885a14f6f6,NA,340.31666666666666,1235,39,23.544298245614034,60,47.05833333333333,420,1140,15,TRUE,FALSE,F54,Franklin / Mt. Wayte,,42.2900634878912,-71.4286653058926
WD,7c48755d-4bee-4a8d-b4f4-364c172a30e7,NA,453,1191,23,33.54545454545455,68,64.50000000000001,420,1140,15,FALSE,FALSE,F30,Lincoln St & Pearl St,,42.282087,-71.416022
WD,7ca11456-969c-43d0-a3e6-d0b6dcd50a10,NA,380,1105,17,45.3125,52,48,420,1140,15,FALSE,FALSE,F66,Tarelli Ter/Waverly St,,42.2798053789023,-71.4031118990846
WD,7e3c3f82-c136-40a4-aea1-d2303c9690dd,NA,375,1187,22,38.666666666666664,93,82,420,1140,15,TRUE,FALSE,W5,Woodland MBTA Train Station,,42.3331813414801,-71.2431033696594
WD,7f81b88d-02a0-463a-be76-ae4e76d91da1,NA,362,1191,36,23.685714285714287,64,55,420,1140,15,TRUE,FALSE,F14,Staples Drive,,42.2910773629592,-71.4883565299724
WD,800f4da6-9579-4f8b-8578-e950905f3053,NA,423,1155,24,31.82608695652174,91,79,420,1140,15,FALSE,FALSE,N36,Math Works,,42.300620663203,-71.3502348274132
WD,81058253-713e-4d79-bba8-b8f8b1abcd39,NA,395,1187,49,16.5,60,53,420,1140,15,TRUE,FALSE,MF6,Milford Crossing,,42.1499207407189,-71.4883605532861
WD,82afee5a-a373-4673-b9d0-cab9c40edce6,NA,390,1115,17,45.3125,52,48.5,420,1140,15,FALSE,FALSE,F04,Bethany Hill,,42.268521,-71.432618
WD,82e716bb-1434-4367-87eb-181ea29743e5,NA,404,1221,18,48.05882352941177,58,56.4,420,1140,15,TRUE,FALSE,N29,Cedar Terrace,,42.2729281945782,-71.3556958052931
WD,861050c3-7b47-4045-bd18-cd9ad9f9fa84,NA,420,1080,46,14.666666666666666,30,30,420,1140,15,FALSE,TRUE,Ne2,Riverside Station,,42.3370410404826,-71.251776293026
WD,881ad83b-9563-4ae5-8569-032768b27578,NA,469,1195,16,48.4,78,75,420,1140,15,FALSE,FALSE,MB18,Hannafords Plaza Marlborough,,42.3397460484353,-71.5916001255274
WD,8836b64d-6492-4cad-aee4-dff14001f563,NA,393,1210,40,20.94871794871795,51,39.400000000000006,420,1140,15,TRUE,FALSE,F68,Memorial House (Winthrop & Hollis),,42.2700689595979,-71.4199789714801
WD,8caf7e5e-b0c7-4529-93bf-63ae813100fb,NA,459,1080,20,32.68421052631579,71,70,420,1140,15,FALSE,FALSE,H8,Highland Common- Market Basket,,42.3966625271238,-71.5951151606509
WD,8ce8dafa-ec6e-4f35-a576-d5c1d552ba09,NA,453,1074,10,69,71,70.2,420,1140,15,FALSE,FALSE,H6,Simrah Gardens,,42.4000957548676,-71.5975546298954
WD,8ff6b02f-424d-47ac-bebe-221ff72ad6fe,NA,422,1158,12,66.9090909090909,79,74,420,1140,15,FALSE,FALSE,F53,Nobscot Shopping Center,,42.3286859589032,-71.4342644175449
WD,903773a0-1314-460e-9810-3c22b164c812,NA,417.18333333333334,1188.1833333333334,13,64.25,95.18333333333328,84.5,420,1140,15,TRUE,FALSE,F36,Crossing Blvd,,42.294937,-71.490253
WD,90c30055-3955-4685-b93c-1fef3ba34a72,NA,370.3,1199.2833333333333,30,28.585632183908043,64.01666666666665,56,420,1140,15,TRUE,FALSE,F13,California Ave,,42.2985312222559,-71.4826648821035
WD,90d27be8-691d-4ea4-adcc-00cbb1d5812e,NA,466,1152,11,68.6,82,77.5,420,1140,15,FALSE,FALSE,MF5,Milford Library,Milfrod Library,42.1440037872794,-71.5231152786681
WD,93c3d7b0-42dc-4d48-9737-1981aa9ab961,NA,437,1058,10,69,72,71.2,420,1140,15,FALSE,FALSE,H2,Hudson Stop and Shop,,42.3780909107978,-71.5633376874529
WD,971b9fce-55fe-420c-8e6a-550961919153,NA,404,1190,36,22.457142857142856,53,47.6,420,1140,15,TRUE,FALSE,F15,MetroWest Medical Center,,42.28438494,-71.42004284
WD,973e7245-055e-4757-a16e-259d6e4c6d02,NA,522,1142,14,47.69230769230769,83,78.60000000000001,420,1140,15,FALSE,FALSE,MB14,Post Road Shopping Center,,42.3517931909438,-71.5359979293345
WD,983e3f34-0d83-4101-b4b5-a0ca7a043817,NA,367,1180,13,67.75,79,71.9,420,1140,15,TRUE,FALSE,HP3,Hopkinton Center,,42.22826314,-71.52213335
WD,984664f1-2572-4ee0-a83c-4d3726e53cb7,NA,470,1095,10,69.44444444444444,71,71,420,1140,15,FALSE,FALSE,H9,Hudson Housing Authority,,42.3843324115474,-71.5732873423867
WD,9e7ed194-bd09-401e-9080-631f5fb9e4fa,NA,426,1201,33,24.21875,92,82.9,420,1140,15,FALSE,FALSE,N44,Moran Park/Downtown MBTA,,42.2854500881106,-71.3477564661358
WD,a3640a4a-c010-4521-bc02-b37f2d886148,NA,406,1222,18,48,59,56,420,1140,15,TRUE,FALSE,N28,Cedar Gardens,,42.273838804593,-71.3553591880416
WD,a3b507bc-cafe-4071-958c-dec4706d2474,NA,394,1182,23,35.81818181818182,69,63.7,420,1140,15,TRUE,FALSE,F29,Rose Kennedy Lane,,42.29052416,-71.41346032
WD,a47b8279-0bb0-4ade-9d53-0599d86376f4,NA,349,349,1,NA,-Inf,NA,420,1140,15,FALSE,NA,N50,Mall Rd/ Flutie Pass,,42.301664042572,-71.3878233067884
WD,a8f64f01-0325-4fb4-bf93-aef4366af89f,NA,407,1145,12,67.0909090909091,76,75,420,1140,15,TRUE,FALSE,F84,Callahan Center,,42.2936013217927,-71.4277251915768
WD,a9cb54ef-5213-4abd-8314-1c47ee85a2a5,NA,335,1213,67,13.303030303030303,48,29.5,420,1140,15,TRUE,TRUE,F02,Framingham MBTA Station,,42.27655464,-71.41777396
WD,a9f61865-59af-41f8-95c8-547fa186ddb8,NA,434,1178,11,74.4,80,78.2,420,1140,15,FALSE,FALSE,F20,Nobscot Fire Station,,42.329557676885,-71.4322527606638
WD,afec89f0-6720-473e-b019-2fb711b2003b,NA,394.05,1155.05,12,69.18181818181817,132,85,420,1140,15,TRUE,FALSE,MB8,Academy Knoll Apartments,,42.3419776464687,-71.5604797935772
WD,b03a9fbb-fdfa-4ab5-9402-991021410042,NA,387,1185,39,21,56,39.50000000000002,420,1140,15,TRUE,FALSE,F16,Framingham Center,,42.3005,-71.43454
WD,b6082ce2-98f7-4a0a-a732-b515d167c4f8,NA,534,1130,7,99.33333333333333,106,103,420,1140,15,FALSE,FALSE,MB21,Target Marlborough,,42.3481158821652,-71.5046254697219
WD,b6ba290f-922e-4480-b04f-445cbfc8ac13,NA,532.6333333333333,1136.4833333333333,14,46.45,98.5333333333333,91.78333333333326,420,1140,15,FALSE,FALSE,MB15,Farm Road & Route 20,,42.3478624133982,-71.5082558398399
WD,b72833df-ee2d-46a5-8aa5-ccf9ec6143dd,NA,344,1159,13,67.91666666666667,75,74.5,420,1140,15,TRUE,FALSE,A2,Ashland High School,,42.25058,-71.472433
WD,b733ee7a-78ab-4474-b453-439df425e3fd,NA,422,1213,18,46.529411764705884,89,85.2,420,1140,15,FALSE,FALSE,N17,Senior Center,,42.286106,-71.337616
WD,b80dcf9b-8f7b-4b28-a288-01fbb3c2fc15,NA,348.4166666666667,1240.3833333333334,5,222.99166666666667,411.65000000000003,388.45500000000004,420,1140,15,TRUE,FALSE,F05,Concord St & Howard St/Downtown Common,,42.27765,-71.416779
WD,b9d83aa7-3d4f-43bb-886f-447d8d31b7df,NA,412,1182,23,35,65,56.60000000000001,420,1140,15,TRUE,FALSE,F81,St Patricks Manor,,42.3084795360851,-71.4299581307148
WD,bca44d7c-4431-4e9a-9156-5ae55ee413e4,NA,382,1175,41,19.825,61,37.2,420,1140,15,TRUE,FALSE,F25,Shoppers World Shelter,,42.2998057,-71.39492154
WD,bcc8eb6a-50a5-417d-b8db-117bc3f74984,NA,378.8333333333333,1181.85,24,34.91376811594203,89.98333333333335,42.79000000000002,420,1140,15,TRUE,FALSE,S2,White Bagley Rd & Boston Rd,,42.30447551,-71.51614666
WD,cb816f41-d2a5-4e37-80a2-67be7895cfaa,NA,389,1150,26,30.44,78,54.60000000000001,420,1140,15,TRUE,FALSE,MB7,Main St,,42.347161015699,-71.5464598862207
WD,cd2f74e2-1bef-480b-8aee-6378137d7e1d,NA,340,1198,26,34.32,50,43.6,420,1140,15,TRUE,FALSE,A1,Homer Ave & Main St,,42.259513,-71.463991
WD,ce76635d-25b6-4a57-be84-d8d752274e48,NA,330,1245,209,4.399038461538462,35,10,420,1140,15,TRUE,TRUE,BH,Blandin Hub,15 Blandin Ave Hub,42.2758746013567,-71.411843831053
WD,d05e1ba2-243c-487a-a043-fafbe84749ac,NA,367,1180,17,50.8125,92,78.5,420,1140,15,TRUE,FALSE,F34,High St,,42.300134,-71.435702
WD,d380719e-09d7-4b21-9ec6-852e339ce2ce,NA,418,1209,18,46.529411764705884,91,87.6,420,1140,15,TRUE,FALSE,N16,Leonard Morse Hospital,,42.2803552317831,-71.3340731760307
WD,d40a3f8f-2d7f-4be2-9a4c-97c773cdf682,NA,473,1170,11,69.7,79,78.10000000000001,420,1140,15,FALSE,FALSE,MF24,Milford Kohls,,42.1478581218635,-71.4893905216092
WD,d6e9d75f-ac14-4834-8840-7cffd1e4ff95,NA,440,1128,11,68.8,73,72.1,420,1140,15,FALSE,FALSE,MF14,EMK Community Health,,42.1274170057426,-71.5187996041059
WD,d7eda352-7d9e-475f-82cd-25272993e8c8,NA,450,1139,11,68.9,79,75.4,420,1140,15,FALSE,FALSE,MF18,Milford High School,,42.1508581728255,-71.5324091334587
WD,db6ae1dd-e747-431d-aa2a-93e552bdb6b4,NA,471,1165,11,69.4,80,78.2,420,1140,15,FALSE,FALSE,MF23,Hannafords Plaza/ CVS,,42.1501822561134,-71.5022087992554
WD,e090f95b-ae87-482d-ae80-b41e78745b49,NA,405,1216,29,28.964285714285715,56,47.400000000000006,420,1140,15,TRUE,FALSE,N22,Sherwood Plaza,,42.2988289474743,-71.3854146829494
WD,e0cb1216-2b30-40e3-bd7c-345540011dd6,NA,398,1207,49,16.854166666666668,47,35.90000000000001,420,1140,15,TRUE,FALSE,A3,Market Basket,,42.2574572120581,-71.4269433276024
WD,e31c1291-d515-40be-9fa7-7c9957a40d91,NA,349,1229,28,32.592592592592595,60,50.000000000000014,420,1140,15,TRUE,FALSE,F12,Stop and Shop,,42.2978110490925,-71.4487630992391
WD,e64db440-9753-4405-b36b-0b2be2a507f6,NA,335,1240,118,7.735042735042735,45,22.80000000000001,420,1140,15,TRUE,TRUE,F56,Banana Lot/Intermodal Center,Framingham MBTA (Rear),42.2770842776945,-71.4175287733989
WD,e921d8eb-b80e-4a6e-a2fc-e44b2e898167,NA,377,1190,13,67.75,78,74.60000000000001,420,1140,15,TRUE,FALSE,A6,Ashland MBTA,,42.2613812840808,-71.4830377091788
WD,ebb1c886-7fc1-4fc9-8815-2d5b7e549418,NA,430,1123,11,69.3,74,73.10000000000001,420,1140,15,FALSE,FALSE,MF9,East Main St Shelter at Beech St,,42.1436403479362,-71.5133493550628
WD,ee29f43e-5795-4735-b5e1-cdadde5ea0be,NA,393,1153,9,95,100,96.5,420,1140,15,TRUE,FALSE,F87,Newfield Drive West Central St,,42.2819913793797,-71.3895466261832
WD,ee992cdc-6325-4e10-81e4-478fe91cb0c9,NA,426,1174,23,34,78,65.50000000000001,420,1140,15,FALSE,FALSE,F21,Pinefield,,42.326086,-71.402609
WD,f1b3715d-148f-4a30-845f-45dcf2b67488,NA,467,1198,10,81.22222222222223,107,103.8,420,1140,15,FALSE,FALSE,MB3,Route 20 & Felton St,,42.34132195,-71.57871723
WD,f22eb7a5-49ec-4a71-9166-a2c5ad582e52,NA,411,1217,18,47.411764705882355,67,62.4,420,1140,15,TRUE,FALSE,N30,Coolidge Gardens,,42.2805322575886,-71.3470792083191
WD,f5053b07-3236-4a92-8811-55c2dd7ee000,NA,390,1230,56,15.272727272727273,80,34.80000000000001,420,1140,15,TRUE,FALSE,F86,Second St at Rec Center,,42.2766725585861,-71.4000836849263
WD,f50f48a6-e47a-4c1c-8f35-a80047ac2bc6,NA,355,1225,61,14.5,45,35.1,420,1140,15,TRUE,TRUE,F49,Halstead Apartments,,42.2936174150477,-71.469366489015
WD,f645b13e-55df-443e-bf7b-cd29dcbc7fbd,NA,375.78333333333336,1136.7833333333333,12,69.18181818181817,132,85,420,1140,15,FALSE,FALSE,S5,Central St / Cherry St,,42.2962272045748,-71.5063246492341
WD,fc96bab4-cc32-4985-ac8e-79c75beac40e,NA,393,1181,23,35.81818181818182,69,63.7,420,1140,15,TRUE,FALSE,F28,MassBay Community College,,42.29134202,-71.41304255
WD,fd7793f9-4f75-4421-b972-2b0c2d54bc69,NA,420,1110,11,69,73,73,420,1140,15,FALSE,FALSE,MF7,Milford Target,,42.1604712105078,-71.4999047815743
WD,ff763433-1760-4b95-ab97-c2ff6dae38ff,NA,443,1064,10,69,72,71.2,420,1140,15,FALSE,FALSE,H3,Esplanade Housing,,42.3921403224552,-71.5605320966561
