stop_id,passing_values,frequent_stop,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon
801979,0,FALSE,,,East Gloucester Square,,42.6076607,-70.6515581
801980,0,FALSE,,,Eastern Ave & Webster St,,42.6189929,-70.6497473
801981,0,FALSE,,,Eastern Point Rd & Grapevine Rd,,42.60098508,-70.6551214
801982,0,FALSE,,,Thatcher Rd & Marina Dr,,42.62057924,-70.6393887
801983,0,FALSE,,,Thatcher Rd & Witham St,,42.62336308,-70.62929316
801985,0,FALSE,,,Cape Hedge Inn,,42.64096276,-70.60067876
801986,0,FALSE,,,Stop & Shop - CVS,,42.61859043,-70.6424938
801990,0,FALSE,,,Shaw's Supermarket,,42.62291714,-70.64021734
802493,0,FALSE,,,Maplewood Ave & Grove St,,42.6215987,-70.6687737
802495,0,FALSE,,,Prospect St & Warner St,,42.6163889,-70.65894
802496,0,FALSE,,,Prospect St & Pleasant St,,42.6153133,-70.6625804
802509,0,FALSE,,,Addison Gilbert Hospital,,42.62598563,-70.67980067
802510,0,FALSE,,,Annisquam Village Church,,42.6615894,-70.6709644
802511,0,FALSE,,,Annisquam Wooden Bridge,,42.65457,-70.6740525
802512,1,FALSE,,,Bay View Fire Station,,42.66503,-70.66787
802513,0,FALSE,,,Cherry St & Reynard St,,42.6312643,-70.6698557
802514,0,FALSE,,,Cherry St & Cherry Hill Rd,,42.6378535,-70.6701424
802515,0,FALSE,,,Cherry St & Finch Ln,,42.6357499,-70.6686577
802517,0,FALSE,,,Lanesville Post Office,,42.677583,-70.658737
802518,0,FALSE,,,Pigeon Cove Post Office,,42.6765189,-70.6243815
802519,0,FALSE,,,Stanwood St & Gee Ave,,42.6402076,-70.6702924
802520,1,FALSE,,,Washington St & Dennison St,,42.6513642,-70.6721263
802522,1,FALSE,,,Washington St & Wheeler St,,42.62855803,-70.67966086
802523,1,FALSE,,,Willow Rest,,42.64229191,-70.67071864
802541,0,FALSE,,,Castle Hill Rd,,42.5875956,-70.6922355
802543,0,FALSE,,,Hesperus Ave & Newton Rd,,42.5782635,-70.7059308
802544,0,FALSE,,,Norman & Lexington Ave,,42.5774802,-70.7119971
802547,0,FALSE,,,Western Ave & Ryan Rd,,42.5884753,-70.7132979
807627,0,FALSE,,,Eastern Ave & Barn Ln,,42.62358411,-70.64087398
807762,0,FALSE,,,East Main St & Rocky Neck Ave,,42.6035311,-70.6546882
807764,0,FALSE,,,Atlantic St & Moorland Rds,,42.6102086,-70.6341039
807765,0,FALSE,,,Niles Beach,,42.59705622,-70.65368713
807773,0,FALSE,,,Good Harbor Beach Footbridge,,42.617633,-70.636018000000007
807775,0,FALSE,,,Rocky Neck,,42.604287,-70.656019
807832,0,FALSE,,,Bridge St - Variety Store,,42.55718938,-70.90931172
807834,0,FALSE,,,Beverly City Hall,,42.547765,-70.878915
807835,0,FALSE,,,Cabot St & Elliot St,,42.55342289,-70.87855881
807836,0,FALSE,,,Cabot St & Rantoul St St,,42.5575768,-70.87930157
807838,0,FALSE,,,Beverly Hospital,,42.56409,-70.874807
807841,0,FALSE,,,Commuter Rail Station - Beverly,,42.54722244,-70.88525295
807842,0,FALSE,,,Rantoul St & Edwards St,,42.5444147,-70.88505257
807843,0,FALSE,,,Cabot St & Highland Ave,,42.54504679,-70.88059742
807846,0,FALSE,,,Balch St Apartments,,42.56358294,-70.88879289
807847,0,FALSE,,,Essex St - Kelleher Apartments,,42.565066,-70.864639
807848,0,FALSE,,,Turtle Creek Apartments,,42.5707933241279,-70.8555156971967
807849,0,FALSE,,,YMCA,,42.5663632267737,-70.861930167984
807850,0,FALSE,,,Cedar St Apartments,,42.555683,-70.871121
807851,0,FALSE,,,Council on Aging,,42.56101129,-70.87408304
807852,0,FALSE,,,Gloucester Crossing,,42.55752805,-70.88011993
807853,0,FALSE,,,Rantoul St & Elliott St,,42.55489785,-70.88148184
807854,0,FALSE,,,Cummings Center,,42.5574642068768,-70.8869071908568
807855,0,FALSE,,,Stop & Shop,,42.554993,-70.885912
807857,0,FALSE,,,Garden City Apartments,,42.559606,-70.881037
807864,0,FALSE,,,North Beverly Plaza - Shaw's,,42.57686742,-70.88870172
807884,0,FALSE,,,Cabot St & Edwards St,,42.54338351,-70.88281124
807887,0,FALSE,,,Elliott St & Cabot St,,42.55370618,-70.87896392
807888,0,FALSE,,,Rantoul St & Broadway,,42.54797394,-70.88414638
807891,0,FALSE,,,Elliott St & Beckford St,,42.555453,-70.884629
807892,0,FALSE,,,Herrick St & Sohier Rd,,42.5630074,-70.87965641
807893,0,FALSE,,,Elliott St & Bridge St,,42.55755304,-70.90862432
807895,0,FALSE,,,Pleasant St & Cabot St,,42.54430039,-70.8813523
815374,0,FALSE,,,Good Harbor Beach,,42.6226402,-70.63188649
