DOW,stop_id,firstArrival_mam,lastArrival_mam,trips,averageHeadway,longestHeadway,Percentile90_hw,span_min,span_max,freq_min,span_pass,freq_pass,stop_code,stop_name,stop_desc,platform_code,stop_lat,stop_lon
SA,1852,419,1319,15,64.28571428571429,66,65,480,1110,20,TRUE,FALSE,1852,Weld St @ Colby Rd,,,42.29367,-71.138855
SA,1853,419,1319,15,64.28571428571429,66,65,480,1110,20,TRUE,FALSE,1853,Weld St opp Wedgewood Rd,,,42.294255,-71.136678
SA,1856,420,1320,15,64.28571428571429,66,65,480,1110,20,TRUE,FALSE,1856,170 Walter St,,,42.294728,-71.130566
SA,1857,421,1321,15,64.28571428571429,66,65,480,1110,20,TRUE,FALSE,1857,144 Walter St opp Mendum St,,,42.292587,-71.130541
SA,18581,421,1321,15,64.28571428571429,66,65,480,1110,20,TRUE,FALSE,18581,Walter St opp Ashfield St,,,42.291142,-71.132098
SA,18595,519,1234,12,65,72,70,480,1110,20,FALSE,FALSE,18595,Massachusetts Ave @ Marrett Rd,,,42.436614,-71.212864
SA,1860,422,1322,15,64.28571428571429,66,65,480,1110,20,TRUE,FALSE,1860,Walter St @ Hewlett St,,,42.288963,-71.134177
SA,18618,312,1502,32,38.38709677419355,55,48,480,1110,20,TRUE,FALSE,18618,Washington St @ Sylvia Ln,,,42.23886,-71.180997
SA,18636,517,1231,12,64.9090909090909,70,70,480,1110,20,FALSE,FALSE,18636,Massachusetts Ave opp Grant St,,,42.446683,-71.225683
SA,1867,378,1280,15,64.42857142857143,66,65.7,480,1110,20,TRUE,FALSE,1867,Robert St @ Belgrade Ave,,,42.287157,-71.131752
SA,18691,380,1281,15,64.35714285714286,67,65,480,1110,20,TRUE,FALSE,18691,Walter St @ Ashfield St,,,42.291042,-71.132032
SA,187,315,1522,113,10.776785714285714,20,14,480,1110,20,TRUE,TRUE,187,Massachusetts Ave @ Massachusetts Ave Station,,,42.341553,-71.083328
SA,1871,380,1281,15,64.35714285714286,67,65,480,1110,20,TRUE,FALSE,1871,Walter St @ Mendum St,,,42.292623,-71.130414
SA,1872,380,1282,15,64.42857142857143,67,65,480,1110,20,TRUE,FALSE,1872,Opp 174 Walter St,,,42.294757,-71.130421
SA,1875,381,1283,15,64.42857142857143,67,65,480,1110,20,TRUE,FALSE,1875,Weld St @ Wedgewood Rd,,,42.294339,-71.136765
SA,1876,381,1283,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1876,Weld St @ Alward Rd,,,42.293742,-71.139006
SA,1877,382,1284,15,64.42857142857143,66,65.7,480,1110,20,TRUE,FALSE,1877,Weld St @ Morey St,,,42.293627,-71.140097
SA,1878,382,1284,15,64.42857142857143,67,65,480,1110,20,TRUE,FALSE,1878,Weld St @ Gretter Rd,,,42.293171,-71.143458
SA,1879,382,1284,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1879,Weld St @ Lantern Ln,,,42.293284,-71.144283
SA,188,286,1508,114,10.814159292035399,20,14,480,1110,20,TRUE,TRUE,188,Massachusetts Ave @ Massachusetts Ave Station,,,42.34157,-71.083092
SA,1880,383,1285,15,64.42857142857143,66,65.7,480,1110,20,TRUE,FALSE,1880,Weld St @ Parklawn Rd,,,42.293881,-71.146583
SA,1881,383,1285,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1881,Weld St @ Church St,,,42.293151,-71.149288
SA,1882,384,1286,15,64.42857142857143,66,65.7,480,1110,20,TRUE,FALSE,1882,Weld St @ Russet Rd,,,42.293036,-71.152187
SA,1883,384,1286,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1883,Weld St @ Manthorne Rd,,,42.293042,-71.154234
SA,1884,385,1287,15,64.42857142857143,66,65.7,480,1110,20,TRUE,FALSE,1884,Weld St @ Willow St,,,42.292196,-71.15561
SA,1885,385,1287,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1885,Weld St @ Maple St,,,42.291572,-71.157158
SA,1886,385,1287,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1886,Weld St @ Avalon Rd,,,42.291864,-71.15855
SA,1887,385,1287,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1887,Weld St @ Corey St,,,42.291637,-71.160532
SA,1888,386,1288,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1888,Corey St @ VFW Pkwy,,,42.293228,-71.162319
SA,1889,387,1289,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1889,650 VFW Pkwy,,,42.295163,-71.158588
SA,1890,387,1290,15,64.5,67,65.7,480,1110,20,TRUE,FALSE,1890,Independence Dr opp Maranville St,,,42.296741,-71.157705000000007
SA,1891,388,1290,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1891,Independence Dr @ Thornton Rd,,,42.298163,-71.156897
SA,1892,388,1291,15,64.5,67,65.7,480,1110,20,TRUE,FALSE,1892,Independence Dr opp Gerry Rd,,,42.299797,-71.155447
SA,18924,477,1201,15,51.714285714285715,58,55,480,1110,20,TRUE,FALSE,18924,404 Wyman St,,,42.406948,-71.25671
SA,18925,478,1202,15,51.714285714285715,58,55,480,1110,20,TRUE,FALSE,18925,Opp 175 Wyman St,,,42.402027,-71.258987
SA,18928,479,1204,15,51.785714285714285,58,55,480,1110,20,TRUE,FALSE,18928,Totten Pond Rd @ Third Ave,,,42.396874,-71.257249
SA,1893,389,1291,15,64.42857142857143,67,65.7,480,1110,20,TRUE,FALSE,1893,Grove St @ Russet Rd,,,42.301237,-71.153794
SA,18931,480,1205,15,51.785714285714285,58,55,480,1110,20,TRUE,FALSE,18931,Totten Pond Rd opp Winter St,,,42.397409,-71.25261
SA,1895,389,1292,15,64.5,67,65.7,480,1110,20,TRUE,FALSE,1895,Grove St @ South St,,,42.302621,-71.152112
SA,18974,401,1185,14,60.30769230769231,64,60,480,1110,20,TRUE,FALSE,18974,River St @ Milton St,,,42.242369,-71.147075
SA,19,443,1524,31,36.03333333333333,68,50.80000000000001,480,1110,20,TRUE,FALSE,19,Dorchester St @ Old Harbor St,,,42.334495,-71.047576
SA,190,299,1182,57,15.767857142857142,225,13.5,480,1110,20,TRUE,TRUE,190,Congress St @ State St,,,42.358789,-71.056733
SA,1900,272,1480,123,9.901639344262295,34,14.900000000000006,480,1110,20,TRUE,TRUE,1900,Centre St @ Pearl St,,,42.358456,-71.185026
SA,19031,415,1210,22,37.857142857142854,74,65,480,1110,20,TRUE,FALSE,19031,400 Centre St - West,,,42.355938,-71.185299
SA,191,300,1536,80,15.645569620253164,60,24.400000000000006,480,1110,20,TRUE,TRUE,191,Congress St @ North St,,,42.360387,-71.057129
SA,19182,371,1266,19,49.72222222222222,81,53.5,480,1110,20,TRUE,FALSE,19182,Main St @ North St,,,42.497865,-71.069345
SA,19201,280,1487,111,10.972727272727273,32,15,480,1110,20,TRUE,TRUE,19201,Cambridge St opp Elko St,,,42.349311,-71.149073
SA,19208,389,1284,19,49.72222222222222,79,52.900000000000006,480,1110,20,TRUE,FALSE,19208,Main St @ Pine Banks Park,,,42.440904,-71.06802
SA,1921,618,940,9,40.25,42,40.6,480,1110,20,FALSE,FALSE,1921,Ipswich St @ Lansdowne St,,,42.347235,-71.094369
SA,19215,338,1530,71,17.02857142857143,40,30,480,1110,20,TRUE,TRUE,19215,Florence St @ Ramsdell Rd,,,42.428682,-71.067966
SA,1922,620,942,9,40.25,42,40.6,480,1110,20,FALSE,FALSE,1922,Ipswich St @ Boylston St,,,42.345285,-71.095432
SA,1923,621,944,9,40.375,43,40.9,480,1110,20,FALSE,FALSE,1923,Boylston St @ Jersey St,,,42.344621,-71.097778
SA,1924,623,946,9,40.375,43,40.9,480,1110,20,FALSE,FALSE,1924,Kilmarnock St @ Peterborough St,,,42.343165,-71.099663
SA,1925,624,947,9,40.375,43,40.9,480,1110,20,FALSE,FALSE,1925,Kilmarnock St @ Queensberry St,,,42.342318,-71.099287
SA,19253,362,1174,18,47.76470588235294,56,50.8,480,1110,20,TRUE,FALSE,19253,Woburn St @ Lowell St - Reading Sq,,,42.524955,-71.102987
SA,1926,590,950,10,40,40,40,480,1110,20,FALSE,FALSE,1926,Queensberry St @ Jersey St,,,42.342769,-71.097113
SA,1927,590,951,10,40.111111111111114,41,40.2,480,1110,20,FALSE,FALSE,1927,Jersey St @ Boylston St,,,42.344478,-71.097768
SA,1928,591,952,10,40.111111111111114,41,40.2,480,1110,20,FALSE,FALSE,1928,Ipswich St @ Boylston St,,,42.345375,-71.095339
SA,1929,592,953,10,40.111111111111114,41,40.2,480,1110,20,FALSE,FALSE,1929,Ipswich St opp Lansdowne St,,,42.347221,-71.094218
SA,1931,593,954,10,40.111111111111114,41,40.2,480,1110,20,FALSE,FALSE,1931,Ipswich St @ Boylston St,,,42.346945,-71.089362
SA,1932,293,955,11,66.2,300,66.8999999999999,480,1110,20,FALSE,FALSE,1932,Boylston St @ Saint Cecilia St,,,42.347429,-71.08692
SA,1936,280,1473,180,6.664804469273743,23,15,480,1110,20,TRUE,TRUE,1936,South St @ Spalding St,,,42.303741,-71.114635
SA,1937,281,1474,180,6.664804469273743,23,15,480,1110,20,TRUE,TRUE,1937,South St @ Child St,,,42.306545,-71.115144
SA,1939,333,1522,159,7.525316455696203,19,16,480,1110,20,TRUE,TRUE,1939,775 Centre St,,,42.309949,-71.115345
SA,1940,333,1363,21,51.5,200,60,480,1110,20,TRUE,FALSE,1940,Centre St @ Aldworth St,,,42.308799,-71.118664
SA,19402,338,1509,421,2.788095238095238,11,8,480,1110,20,TRUE,TRUE,19402,Washington St @ W Newton St,Washington St @ W Newton St - Silver Line - Nubian,,42.338788,-71.073825
SA,1941,333,1363,21,51.5,200,60,480,1110,20,TRUE,FALSE,1941,Centre St @ Orchard St,,,42.308976,-71.120002
SA,19573,510,1175,11,66.5,71,70.10000000000001,480,1110,20,FALSE,FALSE,19573,Pleasant St opp Frances St,,,42.449291,-71.07053
SA,19618,313,1503,32,38.38709677419355,55,48,480,1110,20,TRUE,FALSE,19618,Washington St @ Harmony Hill Way,,,42.234627,-71.183304
SA,1965,299,1482,31,39.43333333333333,60,55.50000000000001,480,1110,20,TRUE,FALSE,1965,Boylston St @ Star Market - Service Rd,,,42.32308,-71.166535
SA,19661,305,1490,31,39.5,60,55.50000000000001,480,1110,20,TRUE,FALSE,19661,Mall at Chestnut Hill @ Bloomingdales,,,42.322005,-71.177672
SA,19821,308,1493,31,39.5,61,55.50000000000001,480,1110,20,TRUE,FALSE,19821,Boylston St @ Tully St,,,42.322323,-71.167627
SA,1984,309,1493,152,7.841059602649007,12,10,480,1110,20,TRUE,TRUE,1984,Boylston St @ Hammond St,,,42.323275,-71.163979
SA,1994,454,1118,12,60.36363636363637,65,62,480,1110,20,TRUE,FALSE,1994,Winship St @ Union St,,,42.346188,-71.152449
SA,2,231,1537,239,5.487394957983193,35,11,480,1110,20,TRUE,TRUE,2,Washington St @ Melnea Cass Blvd,,,42.332324,-71.081252
SA,20,444,1525,31,36.03333333333333,68,50.80000000000001,480,1110,20,TRUE,FALSE,20,Dorchester St @ E Broadway,,,42.335377,-71.045728
SA,20009,431,1516,56,19.727272727272727,51,34.6,480,1110,20,TRUE,TRUE,20009,Massachusetts Ave @ Peirson St,,,42.329579,-71.069264
SA,2002,359,1400,21,52.05,210,60,480,1110,20,TRUE,FALSE,2002,Centre St @ Arborway,,,42.308863,-71.11995
SA,2003,360,1400,21,52,210,60,480,1110,20,TRUE,FALSE,2003,Centre St @ Ballard St,,,42.308723,-71.11811
SA,2006,334,1523,180,6.64245810055866,19,15,480,1110,20,TRUE,TRUE,2006,South St @ Jamaica St,,,42.306131,-71.115091
SA,2007,335,1524,180,6.64245810055866,19,15,480,1110,20,TRUE,TRUE,2007,South St @ St Rose St,,,42.304396,-71.114769
SA,2020,285,1512,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2020,Mt Auburn St @ Story St,,,42.373515,-71.12327
SA,2021,285,1512,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2021,Mt Auburn St @ Ash St,,,42.374356,-71.12563
SA,2023,286,1513,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2023,Mt Auburn St @ Sparks St,,,42.374729,-71.130454
SA,2025,287,1514,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2025,Mt Auburn St @ Longfellow Rd,,,42.374987,-71.134068
SA,2026,288,1515,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2026,Mt Auburn St @ Traill St,,,42.375072,-71.136647
SA,2027,288,1515,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2027,Mt Auburn St opp Coolidge Ave,,,42.375044,-71.139963
SA,2028,289,1516,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2028,Mt Auburn St @ Brattle St,,,42.375405,-71.142976
SA,2030,290,1517,125,9.89516129032258,15,10,480,1110,20,TRUE,TRUE,2030,Mt Auburn St @ Homer Ave,,,42.374974,-71.148307
SA,2032,298,1513,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2032,Mt Auburn St @ Saint Marys St,,,42.3739,-71.152444
SA,2033,298,1513,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2033,Mt Auburn St @ Keenan St,,,42.372849,-71.155032
SA,2034,299,1514,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2034,Mt Auburn St @ Kimball Rd,,,42.371608,-71.157636
SA,2036,300,1515,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2036,Mt Auburn St @ Upland Rd,,,42.370398,-71.160617
SA,2037,300,1515,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2037,Mt Auburn St @ Winsor Ave,,,42.370899,-71.163428
SA,2038,301,1516,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2038,Mt Auburn St @ Adams Ave,,,42.370076,-71.166657
SA,204,521,1166,53,12.403846153846153,28,14,480,1110,20,FALSE,TRUE,204,Congress St opp North St,,,42.359546,-71.057192
SA,2040,301,1516,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2040,Mt Auburn St @ Amherst Rd,,,42.370094,-71.171006
SA,2042,302,1517,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2042,Mt Auburn St @ Russell Ave,,,42.36848,-71.176239
SA,2043,303,1518,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2043,Mt Auburn St @ Marshall St,,,42.367918,-71.17901
SA,2044,305,1519,62,19.901639344262296,29,20,480,1110,20,TRUE,TRUE,2044,Mt Auburn St @ Summer St,,,42.366608,-71.181318
SA,2046,307,1521,62,19.901639344262296,29,20,480,1110,20,TRUE,TRUE,2046,Mt Auburn St @ Main St,,,42.36552,-71.184058
SA,2047,302,1517,62,19.918032786885245,30,20,480,1110,20,TRUE,TRUE,2047,Mt Auburn St @ Bates Rd E,,,42.369064,-71.174098
SA,2048,311,1500,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2048,Mt Auburn St @ Main St,,,42.365489,-71.183729
SA,2049,311,1500,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2049,Mt Auburn St @ Patten St,,,42.366566,-71.181182
SA,2050,312,1501,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2050,Mt Auburn St @ Parker St,,,42.367937,-71.178736
SA,2051,312,1501,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2051,Mt Auburn St @ Franklin St,,,42.368385,-71.176092
SA,2052,313,1502,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2052,Mt Auburn St @ Walnut St,,,42.368947,-71.17398
SA,2054,314,1502,61,19.8,21,20,480,1110,20,TRUE,TRUE,2054,Mt Auburn St @ Boylston St,,,42.36997,-71.170803
SA,2056,314,1503,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2056,Mt Auburn St @ Winthrop St,,,42.369923,-71.167329
SA,2057,315,1503,61,19.8,20,20,480,1110,20,TRUE,TRUE,2057,Mt Auburn St @ School St,,,42.370622,-71.164816
SA,2058,315,1504,61,19.816666666666666,21,20,480,1110,20,TRUE,TRUE,2058,Mt Auburn St @ Adams St,,,42.370401,-71.161446
SA,2060,316,1504,61,19.8,21,20,480,1110,20,TRUE,TRUE,2060,Mt Auburn St @ Bigelow Ave,,,42.371186,-71.157955
SA,2061,317,1505,61,19.8,20,20,480,1110,20,TRUE,TRUE,2061,Mt Auburn St opp Keenan St,,,42.37273,-71.154963
SA,20618,313,1503,32,38.38709677419355,55,47,480,1110,20,TRUE,FALSE,20618,Washington St opp Holiday Inn,,,42.231509,-71.184959
SA,20619,314,1504,32,38.38709677419355,55,48,480,1110,20,TRUE,FALSE,20619,Washington St @ Gay St,,,42.228642,-71.186133
SA,2062,317,1505,61,19.8,20,20,480,1110,20,TRUE,TRUE,2062,Mt Auburn St @ Cottage St,,,42.374061,-71.151351
SA,20620,315,1505,32,38.38709677419355,55,48,480,1110,20,TRUE,FALSE,20620,Washington St opp Waldo Way,,,42.222293,-71.187526
SA,2064,309,1517,123,9.901639344262295,11,11,480,1110,20,TRUE,TRUE,2064,Mt Auburn St opp Homer Ave,,,42.374908,-71.147889
SA,2066,310,1518,123,9.901639344262295,11,11,480,1110,20,TRUE,TRUE,2066,Mt Auburn St opp Brattle St,,,42.375348,-71.142971
SA,2067,310,1518,123,9.901639344262295,11,11,480,1110,20,TRUE,TRUE,2067,Mt Auburn St @ Coolidge Ave,,,42.374897,-71.13997
SA,2068,311,1519,123,9.901639344262295,11,11,480,1110,20,TRUE,TRUE,2068,Mt Auburn St opp Traill St,,,42.374987,-71.136551
SA,2070,311,1519,123,9.901639344262295,10,10,480,1110,20,TRUE,TRUE,2070,Mt Auburn St @ Mt Auburn Hospital,,,42.374842,-71.133786
SA,2071,312,1520,123,9.901639344262295,10,10,480,1110,20,TRUE,TRUE,2071,Mt Auburn St opp Sparks St,,,42.374625,-71.130712
SA,2073,313,1521,123,9.901639344262295,11,10,480,1110,20,TRUE,TRUE,2073,Mt Auburn St @ Brewer St,,,42.373956,-71.124752
SA,2074,314,1521,123,9.89344262295082,11,10,480,1110,20,TRUE,TRUE,2074,Mt Auburn St @ University Rd,,,42.373051,-71.122407
SA,20761,284,1520,356,3.4816901408450702,13,7,480,1110,20,TRUE,TRUE,20761,Harvard,Harvard - Upper Busway,,42.373362,-71.118956
SA,208,342,1357,26,40.6,45,42,480,1110,20,TRUE,FALSE,208,Summer St @ Powerhouse St,,,42.340464,-71.035651
SA,2080,343,1526,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,2080,Huron Ave @ Larch Rd,,,42.380218,-71.14328
SA,2082,344,1527,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,2082,Huron Ave @ Lakeview Ave,,,42.380851,-71.140111
SA,2083,344,1527,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,2083,Huron Ave @ Gurney St,,,42.381198,-71.137926
SA,2085,344,1527,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,2085,Huron Ave @ Appleton St,,,42.381431,-71.133927
SA,2090,324,1504,37,32.77777777777778,40,40,480,1110,20,TRUE,FALSE,2090,Huron Ave @ Appleton St,,,42.381563,-71.134242
SA,2092,325,1505,37,32.77777777777778,40,40,480,1110,20,TRUE,FALSE,2092,Huron Ave @ Chilton St,,,42.38129,-71.138011
SA,2093,325,1505,37,32.77777777777778,40,40,480,1110,20,TRUE,FALSE,2093,Huron Ave @ Lakeview Ave,,,42.380926,-71.140218
SA,2095,326,1506,37,32.77777777777778,40,40,480,1110,20,TRUE,FALSE,2095,Huron Ave @ Larch Rd,,,42.380242,-71.14372
SA,2099,301,1510,62,19.81967213114754,22,20,480,1110,20,TRUE,TRUE,2099,Trapelo Rd @ Church St,,,42.3875,-71.189976
SA,21,344,1525,82,14.580246913580247,30,25,480,1110,20,TRUE,TRUE,21,E Broadway @ G St,,,42.335423,-71.044136
SA,210,320,1336,26,40.64,45,42,480,1110,20,TRUE,FALSE,210,Summer St @ Drydock Ave,,,42.344381,-71.039016
SA,2101,302,1511,62,19.81967213114754,22,20,480,1110,20,TRUE,TRUE,2101,Trapelo Rd @ Sycamore St,,,42.386537,-71.186867
SA,2102,302,1511,62,19.81967213114754,22,20,480,1110,20,TRUE,TRUE,2102,Trapelo Rd @ Beech St,,,42.385457,-71.183865
SA,2103,303,1511,62,19.80327868852459,21,20,480,1110,20,TRUE,TRUE,2103,Trapelo Rd @ Walnut St,,,42.384554,-71.182453
SA,2104,303,1512,62,19.81967213114754,22,20,480,1110,20,TRUE,TRUE,2104,Trapelo Rd @ Bartlett Ave,,,42.382468,-71.180216
SA,2106,304,1512,62,19.80327868852459,21,20,480,1110,20,TRUE,TRUE,2106,Trapelo Rd @ Williston Rd - Cushing Square,,,42.380985,-71.175891
SA,2107,305,1513,62,19.80327868852459,21,20,480,1110,20,TRUE,TRUE,2107,36 Trapelo Rd,,,42.379567,-71.172859
SA,2108,305,1513,62,19.80327868852459,21,20,480,1110,20,TRUE,TRUE,2108,Trapelo Rd @ Belmont St - Benton Square,,,42.378279,-71.170735
SA,2110,306,1514,62,19.80327868852459,21,20,480,1110,20,TRUE,TRUE,2110,Belmont St opp Payson Rd,,,42.377172,-71.166499
SA,2112,306,1514,62,19.80327868852459,20,20,480,1110,20,TRUE,TRUE,2112,Belmont St @ Langdon Ave,,,42.376769,-71.162707
SA,2113,307,1515,62,19.80327868852459,21,20,480,1110,20,TRUE,TRUE,2113,Belmont St @ Woodleigh Rd,,,42.376564,-71.160444
SA,21148,281,1541,568,2.2222222222222223,18,6,480,1110,20,TRUE,TRUE,21148,Malcolm X Blvd @ Tremont St,,,42.331345,-71.093318
SA,2115,307,1515,62,19.80327868852459,20,20,480,1110,20,TRUE,TRUE,2115,Belmont St @ Prentiss St,,,42.375529,-71.156581
SA,21151,212,1535,367,3.6147540983606556,46,8.5,480,1110,20,TRUE,TRUE,21151,Warren St @ Kearsarge Ave,,,42.327349,-71.083021
SA,21158,425,1512,56,19.763636363636362,50,34.6,480,1110,20,TRUE,TRUE,21158,Harrison Ave opp Plympton St,,,42.339855,-71.069091
SA,2117,308,1516,62,19.80327868852459,20,20,480,1110,20,TRUE,TRUE,2117,Belmont St @ St. Mary's St,,,42.37491,-71.15267
SA,2118,290,1518,63,19.806451612903224,25,20,480,1110,20,TRUE,TRUE,2118,Belmont St @ Cushing St,,,42.374923,-71.151511
SA,21187,335,1463,40,28.923076923076923,35,35,480,1110,20,TRUE,FALSE,21187,Washington St @ Iffley Rd,,,42.312969,-71.101184
SA,2119,291,1518,63,19.79032258064516,25,20,480,1110,20,TRUE,TRUE,2119,Belmont St @ Sullivan Rd,,,42.375167,-71.154041
SA,212,320,1336,26,40.64,45,42,480,1110,20,TRUE,FALSE,212,Summer St @ D St,,,42.345781,-71.04118
SA,2121,291,1519,63,19.806451612903224,25,20,480,1110,20,TRUE,TRUE,2121,Belmont St @ Marlboro St,,,42.375968,-71.157563
SA,2122,292,1519,63,19.79032258064516,25,20,480,1110,20,TRUE,TRUE,2122,Belmont St @ Falmouth St,,,42.376771,-71.16094
SA,2123,292,1520,63,19.806451612903224,25,20,480,1110,20,TRUE,TRUE,2123,Belmont St @ School St,,,42.37693,-71.163357
SA,2124,293,1520,63,19.79032258064516,25,20,480,1110,20,TRUE,TRUE,2124,Belmont St @ Payson Rd,,,42.377259,-71.16635
SA,21248,342,1525,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,21248,Huron Ave @ Fountain Terrace,,,42.379196,-71.150265
SA,2125,293,1521,63,19.806451612903224,25,20,480,1110,20,TRUE,TRUE,2125,Belmont St @ Oakley Rd,,,42.37782,-71.169553
SA,2126,294,1522,63,19.806451612903224,25,20,480,1110,20,TRUE,TRUE,2126,Trapelo Rd @ Willow St,,,42.37974,-71.17284
SA,2127,294,1522,63,19.806451612903224,24,20,480,1110,20,TRUE,TRUE,2127,Trapelo Rd opp Williston Rd - Cushing Square,,,42.381068,-71.175691
SA,2128,295,1523,63,19.806451612903224,25,20,480,1110,20,TRUE,TRUE,2128,Trapelo Rd opp Poplar St,,,42.381743,-71.178011
SA,2129,295,1523,63,19.806451612903224,24,20,480,1110,20,TRUE,TRUE,2129,Trapelo Rd @ Slade St,,,42.382659,-71.180186
SA,2130,296,1524,63,19.806451612903224,24,20,480,1110,20,TRUE,TRUE,2130,Trapelo Rd opp Walnut St,,,42.384658,-71.182408
SA,2131,297,1524,63,19.79032258064516,24,20,480,1110,20,TRUE,TRUE,2131,Trapelo Rd @ Beech St,,,42.385656,-71.184073
SA,21317,288,1485,159,7.575949367088608,28,16,480,1110,20,TRUE,TRUE,21317,Huntington Ave @ Wigglesworth St,,,42.334833,-71.102701
SA,2133,297,1525,63,19.806451612903224,24,20,480,1110,20,TRUE,TRUE,2133,Trapelo Rd @ Waverley St,,,42.387089,-71.188115
SA,2134,301,1510,62,19.81967213114754,22,20,480,1110,20,TRUE,TRUE,2134,Church St @ Lexington St,,,42.387194,-71.190609
SA,21365,327,1516,159,7.525316455696203,18,16,480,1110,20,TRUE,TRUE,21365,S Huntington Ave @ Huntington Ave,,,42.331803,-71.112061
SA,2137,337,1520,63,19.080645161290324,40,40,480,1110,20,TRUE,TRUE,2137,396 Concord Ave,,,42.395391,-71.174422
SA,2139,338,1521,63,19.080645161290324,40,40,480,1110,20,TRUE,TRUE,2139,Concord Ave @ Cottage St,,,42.394334,-71.170817
SA,2141,338,1521,63,19.080645161290324,40,40,480,1110,20,TRUE,TRUE,2141,Concord Ave @ Orchard St,,,42.393114,-71.166618
SA,21411,386,1532,23,52.09090909090909,67,61.800000000000004,480,1110,20,TRUE,FALSE,21411,Winthrop St opp Orchard St,,,42.41306,-71.120709
SA,2143,339,1522,63,19.080645161290324,40,40,480,1110,20,TRUE,TRUE,2143,Concord Ave @ Edgemoor Rd,,,42.392231,-71.163816
SA,2144,339,1522,63,19.080645161290324,40,40,480,1110,20,TRUE,TRUE,2144,Concord Ave @ Watson Rd,,,42.39169,-71.161839
SA,2145,340,1523,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,2145,Bright Rd @ Gale Rd,,,42.38898,-71.161128
SA,2146,340,1523,37,32.861111111111114,40,40,480,1110,20,TRUE,FALSE,2146,Bright Rd @ Washington St,,,42.386573,-71.16113
SA,2148,371,1455,44,25.209302325581394,65,54.00000000000011,480,1110,20,TRUE,FALSE,2148,Concord Ave @ Blanchard Rd,,,42.390758,-71.156875
SA,2149,372,1456,44,25.209302325581394,65,54.00000000000011,480,1110,20,TRUE,FALSE,2149,Concord Ave @ Spinelli Pl,,,42.390463,-71.15413
SA,2150,372,1457,44,25.232558139534884,65,54.00000000000011,480,1110,20,TRUE,FALSE,2150,Concord Ave opp Smith Pl,,,42.390038,-71.150767
SA,2151,372,1457,44,25.232558139534884,65,54.00000000000011,480,1110,20,TRUE,FALSE,2151,Concord Ave opp Moulton St,,,42.389522,-71.147954
SA,2152,373,1458,44,25.232558139534884,65,54.00000000000011,480,1110,20,TRUE,FALSE,2152,Concord Ave opp Fawcett St,,,42.389131,-71.146219
SA,2153,373,1458,44,25.232558139534884,65,54.00000000000011,480,1110,20,TRUE,FALSE,2153,Concord Ave opp Wheeler St,,,42.388777,-71.144816
SA,2154,373,1459,44,25.25581395348837,65,54.00000000000011,480,1110,20,TRUE,FALSE,2154,Concord Ave opp New St,,,42.387142,-71.14201
SA,2155,374,1460,44,25.25581395348837,65,54.00000000000011,480,1110,20,TRUE,FALSE,2155,Concord Ave opp Fern St,,,42.385954,-71.139005
SA,2156,374,1460,44,25.25581395348837,65,54.00000000000011,480,1110,20,TRUE,FALSE,2156,Concord Ave @ Alpine St,,,42.385241,-71.13741
