stop_id,stop_lat,stop_lon
428,42.288962,-71.066969
42818,42.239288,-71.132137
42819,42.237502,-71.132696
430,42.286651,-71.064759
457,42.291764,-71.071641
458,42.293402,-71.071785
460,42.295592,-71.07205
461,42.297609,-71.07253
46170,42.393789,-71.032399
463,42.299503,-71.073723
46467,42.244466,-71.129544
46495,42.286822,-71.118752
465,42.300899,-71.075905
467,42.303388,-71.078466
468,42.305459,-71.0807
469,42.306164,-71.081349
470,42.307571,-71.082555
471,42.307874,-71.082884
472,42.306279,-71.081657
473,42.305298,-71.080324
475,42.303224,-71.078524
477,42.300747,-71.075843
478,42.299263,-71.073662
480,42.297619,-71.072684
482,42.295398,-71.072193
483,42.293796,-71.071986
485,42.291446,-71.071762
49001,42.355385,-71.062211
49002,42.349908,-71.063684
49003,42.346457,-71.064695
5,42.336339,-71.07707
50021,42.416479,-71.106177
5093,42.341308,-71.069417
5095,42.344189,-71.065726
5098,42.343739,-71.066256
5100,42.340497,-71.071317
51317,42.337711,-71.095172
51365,42.323813,-71.112317
520,42.301283,-71.109358
522,42.30078,-71.102356
523,42.29306,-71.096524
5232,42.298561,-71.102226
524,42.287757,-71.094142
5240,42.286305,-71.093576
525,42.28537,-71.093181
5342,42.426166,-71.067354
543,42.284936,-71.092533
544,42.286616,-71.093342
545,42.292903,-71.096071
546,42.298585,-71.101828
547,42.30165,-71.109381
5490,42.413306,-71.049838
5495,42.407971,-71.054733
5496,42.406582,-71.056002
5497,42.399834,-71.062332
5498,42.398286,-71.063754
5499,42.39696,-71.065003
55,42.336361,-71.077214
5500,42.394405,-71.067368
5501,42.392768,-71.068723
55011,42.391021,-71.070228
55012,42.386901,-71.072882
5502,42.38579,-71.07345
5504,42.38602,-71.072459
5505,42.392328,-71.068781
5506,42.394293,-71.067205
5507,42.396817,-71.064982
5508,42.398888,-71.06301
5509,42.400396,-71.061599
5510,42.407768,-71.054757
5513,42.410533,-71.052194
5514,42.411919,-71.050917
5517,42.413414,-71.049529
5547,42.415684,-71.033138
5559,42.405543,-71.056979
5560,42.403867,-71.058531
5565,42.403864,-71.058383
5587,42.413224,-71.033033
5588,42.412336,-71.031519
5589,42.411201,-71.0314
5590,42.409715,-71.0302
5591,42.407369,-71.029544
5592,42.406258,-71.029563
5593,42.40531,-71.030581
5594,42.405015,-71.03309
5595,42.404788,-71.035371
5596,42.403957,-71.035993
5597,42.403055,-71.036281
5598,42.402028,-71.035402
5599,42.400404,-71.033468
5600,42.399425,-71.03232
5602,42.397401,-71.031347
5603,42.395578,-71.032915
5605,42.392841,-71.034136
5606,42.391797,-71.035912
5607,42.391656,-71.038396
5609,42.394282,-71.033613
5611,42.388714,-71.042267
5612,42.388994,-71.040606
5613,42.389665,-71.037918
5614,42.390253,-71.035677
5615,42.392517,-71.03413
5617,42.393347,-71.03296
56170,42.393967,-71.032845
5618,42.395785,-71.03264
5619,42.396807,-71.031703
5620,42.398055,-71.030839
5621,42.399347,-71.032062
5623,42.40069,-71.033637
5624,42.402339,-71.035592
5625,42.403101,-71.036144
5626,42.40468,-71.035224
5627,42.404932,-71.032991
5628,42.405285,-71.029993
5629,42.406284,-71.029419
5630,42.407992,-71.029513
5631,42.409324,-71.029914
5632,42.411242,-71.031285
5633,42.412241,-71.031314
5636,42.415026,-71.032236
56479,42.292344,-71.117619
56495,42.285028,-71.119007
5653,42.39055,-71.03815
56567,42.246094,-71.128866
5695,42.405955,-71.05641
57,42.333825,-71.073541
5714,42.408443,-71.013505
5715,42.405046,-71.016352
5718,42.402054,-71.019701
5719,42.400896,-71.021032
5720,42.399754,-71.022329
5721,42.398745,-71.023666
5722,42.397829,-71.025257
5723,42.39693,-71.02686
5724,42.396061,-71.028454
5725,42.395377,-71.029581
5726,42.394576,-71.03099
5728,42.389527,-71.037719
5729,42.388103,-71.038734
5730,42.382687,-71.039373
5731,42.381432,-71.039378
5732,42.380385,-71.039312
5733,42.378716,-71.039287
5734,42.376967,-71.039277
5736,42.37409,-71.039143
5737,42.37203,-71.039105
5742,42.372502,-71.038958
5743,42.375709,-71.039031
5745,42.378763,-71.039108
