"","DOW","stop_id","direction_id","firstArrival_mam","lastArrival_mam","trips","averageHeadway","Percentile90_hw","effectiveHeadway","span_min","span_max","freq_min","span_pass","freq_pass","stop_code","platform_code","stop_name","stop_desc","geometry"
"102","WD","2729993",NA,426,426,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Maplewood Ave & Prospect St St","",c(268562.772175138, 929789.585227895)
"103","WD","2754935",NA,873,873,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Bass Ave & E Main St","",c(269835.214388527, 929970.857395029)
"104","WD","2754936",NA,869,869,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Eastern Ave @ Witham St.","",c(270765.495748693, 931321.140022928)
"105","WD","2754937",NA,429,897,4,156,359.2,422.119658119658,420,1140,20,FALSE,FALSE,"","","Essex Ave & Gibbs Hill Dr","",c(266128.46730007, 929609.084398464)
"106","WD","3460636",NA,498.175665297574,998.175665297574,5,125,134,125.6,420,1140,20,FALSE,FALSE,"","","NorthShore Education Consortium","",c(250999.433773062, 924500.485270592)
"107","WD","3460638",NA,500,1000,5,125,134,125.6,420,1140,20,FALSE,FALSE,"","","Whole Foods Shopping","",c(250968.791112667, 924912.006523987)
"108","WD","3460639",NA,500.445736911392,1000.17829476456,5,124.933139463291,133.812790497215,125.51751279455,420,1140,20,FALSE,FALSE,"","","133 Brimbal Ave Dialysis","",c(251125.787441375, 925042.037931119)
"109","WD","3460640",NA,501.237764083421,1000.49510563337,5,124.814335387487,133.480139084963,125.371430655861,420,1140,20,FALSE,FALSE,"","","128 Cycles","",c(251290.887812147, 924740.053376817)
"110","WD","3460642",NA,513.777078907823,873.777078907823,3,180,228,200,420,1140,20,FALSE,FALSE,"","","Henry's Food Mart","",c(249787.420998857, 924752.988945128)
"111","WD","3460643",NA,560,945,4,128.333333333333,140,129.415584415584,420,1140,20,FALSE,FALSE,"","","Trask Ln & Folly Hill","",c(248648.68268259, 924391.775206479)
"112","WD","3460645",NA,401.777602195989,826.139486219598,5,106.090471005902,120,111.561508932397,420,1140,20,FALSE,FALSE,"","","Giles Ave","",c(248988.972600442, 922671.582766286)
"113","WD","3460646",NA,448,448,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","McPherson Dr & Elliott St","",c(250443.956044325, 923006.364214192)
"114","WD","3460647",NA,532.157854117344,1027,5,123.710536470664,130.752643764797,124.057388264747,420,1140,20,FALSE,FALSE,"","","Beverly Library","",c(251209.347150261, 922482.617456743)
"115","WD","3460648",NA,575,960,4,128.333333333333,140,129.415584415584,420,1140,20,FALSE,FALSE,"","","Market Basket","",c(246587.01696141, 922419.174733799)
"116","WD","3460649",NA,507.464825006677,627.464825006677,2,120,120,120,420,1140,20,FALSE,FALSE,"","","Cabot Plaza","",c(250732.442936524, 923342.886439844)
"117","WD","4149238",NA,402,402,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Shalin Liu Performance Center","",c(272237.86714088, 934564.306382041)
"118","WD","798299",NA,387,1043.40437996513,18,38.6120223508901,60,47.516192017255,420,1140,20,FALSE,FALSE,"","","Addison Gilbert Hospital","",c(267270.449156841, 930918.736890669)
"119","WD","798300",NA,381,966,8,83.5714285714286,120,107.721367521368,420,1140,20,FALSE,FALSE,"","","Annisquam Village Church","",c(267958.489672947, 934881.384709005)
"120","WD","798301",NA,418,868,2,450,450,450,420,1140,20,FALSE,FALSE,"","","Annisquam Wooden Bridge","",c(267731.636635977, 934102.900649112)
"121","WD","798302",NA,412,412,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Atlantic St & Beach Rds","",c(270725.432957801, 929903.78421049)
"122","WD","798303",NA,416,416,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Atlantic St & Grapevine Rds","",c(270539.265732667, 927779.149974005)
"123","WD","798304",NA,415,415,1,NA,NA,NA,420,1140,20,FALSE,NA,"","","Atlantic St & High Popples Rds","",c(270885.507045562, 928098.330298445)
